k,direction,coef,t_stat,p_value,r_squared,n_obs,n_days,k_used,dof,reliability_tier,etf,bar_freq
-10,y_leads_x,1.1034967479782266e-07,0.1623768507868139,0.8710090993046715,0.23648984498849834,49341,11,10,49310,high,VCR,5s
-9,y_leads_x,1.3138937877180769e-06,0.7356591708274446,0.4619381430384849,0.23648984498849834,49341,11,10,49310,high,VCR,5s
-8,y_leads_x,-1.3577076232058942e-06,-1.0384874637072805,0.29904316868319913,0.23648984498849834,49341,11,10,49310,high,VCR,5s
-7,y_leads_x,3.523375342387827e-07,0.48890161370774315,0.6249113531918555,0.23648984498849834,49341,11,10,49310,high,VCR,5s
-6,y_leads_x,1.330878774679496e-06,2.174053557463123,0.029701113247898616,0.23648984498849834,49341,11,10,49310,high,VCR,5s
-5,y_leads_x,2.2492444544486167e-06,3.6831548940502667,0.0002303650848545173,0.23648984498849834,49341,11,10,49310,high,VCR,5s
-4,y_leads_x,-1.780391341151087e-06,-2.100146301021897,0.03571597341239052,0.23648984498849834,49341,11,10,49310,high,VCR,5s
-3,y_leads_x,3.043328851627907e-06,2.4938464945389525,0.01263671810188905,0.23648984498849834,49341,11,10,49310,high,VCR,5s
-2,y_leads_x,-5.1708246093515664e-06,-3.1431315764766388,0.0016715068626557328,0.23648984498849834,49341,11,10,49310,high,VCR,5s
-1,y_leads_x,3.5449027113573165e-05,39.32720008972969,0.0,0.23648984498849834,49341,11,10,49310,high,VCR,5s
1,x_leads_y,3.5395241623213105e-05,38.3240478553221,0.0,0.23648984498849834,49341,11,10,49310,high,VCR,5s
2,x_leads_y,-5.187802782821247e-06,-3.212211919665918,0.001317171750164088,0.23648984498849834,49341,11,10,49310,high,VCR,5s
3,x_leads_y,3.0734475159006063e-06,2.591196795125075,0.009564278069408481,0.23648984498849834,49341,11,10,49310,high,VCR,5s
4,x_leads_y,-1.8380215824396962e-06,-2.178864532941566,0.029341733217797945,0.23648984498849834,49341,11,10,49310,high,VCR,5s
5,x_leads_y,2.104076237174008e-06,3.3049261818269633,0.0009500141792285642,0.23648984498849834,49341,11,10,49310,high,VCR,5s
6,x_leads_y,1.2913826036320716e-06,2.378653811726844,0.017375986036949197,0.23648984498849834,49341,11,10,49310,high,VCR,5s
7,x_leads_y,4.316884435145064e-07,0.723936820768822,0.4691045233914183,0.23648984498849834,49341,11,10,49310,high,VCR,5s
8,x_leads_y,-1.2269429365732558e-06,-0.9637306098390541,0.3351810037149143,0.23648984498849834,49341,11,10,49310,high,VCR,5s
9,x_leads_y,8.016237694269985e-07,0.45629612558533245,0.6481770496457403,0.23648984498849834,49341,11,10,49310,high,VCR,5s
10,x_leads_y,1.042304021879146e-06,1.3908509230559283,0.16427063748011483,0.23648984498849834,49341,11,10,49310,high,VCR,5s
-10,y_leads_x,3.1247784652311084e-07,0.7289094823023784,0.46605703406553023,0.20985197770615538,84906,19,10,84867,high,VCR,5s
-9,y_leads_x,5.082177773300054e-07,0.4268833944602071,0.6694642609581352,0.20985197770615538,84906,19,10,84867,high,VCR,5s
-8,y_leads_x,-7.608404954825743e-07,-0.8924594751743032,0.3721467047223339,0.20985197770615538,84906,19,10,84867,high,VCR,5s
-7,y_leads_x,2.2372278344236982e-07,0.45340210423781213,0.6502592215143912,0.20985197770615538,84906,19,10,84867,high,VCR,5s
-6,y_leads_x,1.1790071529788302e-06,2.6358572594702934,0.008392502727357037,0.20985197770615538,84906,19,10,84867,high,VCR,5s
-5,y_leads_x,1.4455205294759912e-06,3.1264142654780778,0.001769520913348056,0.20985197770615538,84906,19,10,84867,high,VCR,5s
-4,y_leads_x,-8.340765662143027e-07,-1.312627844443686,0.18930838225605362,0.20985197770615538,84906,19,10,84867,high,VCR,5s
-3,y_leads_x,2.029166978199818e-06,2.384142022022765,0.017118994288223693,0.20985197770615538,84906,19,10,84867,high,VCR,5s
-2,y_leads_x,-3.4732789612961774e-06,-2.886689500289578,0.0038931822395236525,0.20985197770615538,84906,19,10,84867,high,VCR,5s
-1,y_leads_x,2.9732779305891417e-05,28.931415192904804,4.808350207418526e-184,0.20985197770615538,84906,19,10,84867,high,VCR,5s
1,x_leads_y,2.965472115026836e-05,28.41129990039689,1.466336493115851e-177,0.20985197770615538,84906,19,10,84867,high,VCR,5s
2,x_leads_y,-3.4537729348420813e-06,-2.916342013988771,0.00354162035556844,0.20985197770615538,84906,19,10,84867,high,VCR,5s
3,x_leads_y,1.9881684778269826e-06,2.4517961074755283,0.014214518026565297,0.20985197770615538,84906,19,10,84867,high,VCR,5s
4,x_leads_y,-7.388052919213259e-07,-1.1708586095902629,0.2416556146253559,0.20985197770615538,84906,19,10,84867,high,VCR,5s
5,x_leads_y,1.182733586279574e-06,2.381961907969669,0.017220678669250755,0.20985197770615538,84906,19,10,84867,high,VCR,5s
6,x_leads_y,1.2565360538116617e-06,2.922405368237481,0.0034733915237726313,0.20985197770615538,84906,19,10,84867,high,VCR,5s
7,x_leads_y,2.995071057913948e-07,0.69079540041589,0.4896941264956395,0.20985197770615538,84906,19,10,84867,high,VCR,5s
8,x_leads_y,-8.017098485360791e-07,-1.0012644465954206,0.316698976614082,0.20985197770615538,84906,19,10,84867,high,VCR,5s
9,x_leads_y,5.583586927565331e-07,0.5180907671773761,0.604394941754652,0.20985197770615538,84906,19,10,84867,high,VCR,5s
10,x_leads_y,2.430421160442966e-07,0.630218708737374,0.5285515004095187,0.20985197770615538,84906,19,10,84867,high,VCR,5s
-10,y_leads_x,-3.8014358556303794e-07,-0.8951629935786534,0.37069996383580484,0.08370096906321789,67208,15,10,67173,high,VOX,5s
-9,y_leads_x,2.521633191964434e-07,0.27751307352308374,0.7813861686724184,0.08370096906321789,67208,15,10,67173,high,VOX,5s
-8,y_leads_x,-5.490331608130137e-07,-0.6721739704643689,0.5014729498284793,0.08370096906321789,67208,15,10,67173,high,VOX,5s
-7,y_leads_x,-9.928881868283129e-07,-2.406974444386468,0.016085295413908,0.08370096906321789,67208,15,10,67173,high,VOX,5s
-6,y_leads_x,1.5091262261489147e-06,3.6408663819325864,0.00027172213534651303,0.08370096906321789,67208,15,10,67173,high,VOX,5s
-5,y_leads_x,6.620818243707685e-07,1.109557954840208,0.2671895576945502,0.08370096906321789,67208,15,10,67173,high,VOX,5s
-4,y_leads_x,-2.118887726028396e-06,-3.426116486565911,0.0006122777374357964,0.08370096906321789,67208,15,10,67173,high,VOX,5s
-3,y_leads_x,1.4929782550746862e-06,1.965054304265979,0.04940795267235094,0.08370096906321789,67208,15,10,67173,high,VOX,5s
-2,y_leads_x,-3.4767414656443617e-06,-3.410164907951612,0.0006492361049478617,0.08370096906321789,67208,15,10,67173,high,VOX,5s
-1,y_leads_x,2.0784875186531546e-05,15.75840018726626,6.013607799898293e-56,0.08370096906321789,67208,15,10,67173,high,VOX,5s
1,x_leads_y,2.081580253292685e-05,15.775862309217489,4.561258322472694e-56,0.08370096906321789,67208,15,10,67173,high,VOX,5s
2,x_leads_y,-3.4194804878689348e-06,-3.304765318502088,0.000950559577505686,0.08370096906321789,67208,15,10,67173,high,VOX,5s
3,x_leads_y,1.4730719036014516e-06,1.8966728868432365,0.057871124274289955,0.08370096906321789,67208,15,10,67173,high,VOX,5s
4,x_leads_y,-2.195650150436982e-06,-3.572700916999127,0.00035331821201719144,0.08370096906321789,67208,15,10,67173,high,VOX,5s
5,x_leads_y,6.806957447127136e-07,1.1254687884382768,0.26039043601080514,0.08370096906321789,67208,15,10,67173,high,VOX,5s
6,x_leads_y,1.345481079245888e-06,3.1562868349225917,0.0015979163751924609,0.08370096906321789,67208,15,10,67173,high,VOX,5s
7,x_leads_y,-7.454659798038701e-07,-1.9433319172551824,0.05197606749566939,0.08370096906321789,67208,15,10,67173,high,VOX,5s
8,x_leads_y,-6.002656027763771e-07,-0.7387656522147154,0.46004931208814004,0.08370096906321789,67208,15,10,67173,high,VOX,5s
9,x_leads_y,4.7384831066343425e-07,0.5433395984801049,0.5868960048043548,0.08370096906321789,67208,15,10,67173,high,VOX,5s
10,x_leads_y,-2.0973402688548505e-07,-0.6077118170068656,0.5433786241731324,0.08370096906321789,67208,15,10,67173,high,VOX,5s
-10,y_leads_x,-1.3104338727414827e-07,-0.24054477652142583,0.8099079553706054,0.0422256732370202,171193,37,10,171136,high,VNQ,5s
-9,y_leads_x,-7.549912364000763e-08,-0.16529568341596954,0.8687112562226671,0.0422256732370202,171193,37,10,171136,high,VNQ,5s
-8,y_leads_x,1.2535376917561596e-07,0.22752033297181826,0.8200191603518867,0.0422256732370202,171193,37,10,171136,high,VNQ,5s
-7,y_leads_x,-4.841648137071247e-07,-0.925372581033809,0.35477213619154446,0.0422256732370202,171193,37,10,171136,high,VNQ,5s
-6,y_leads_x,8.151650320841426e-07,1.8939998145384844,0.058225034486743085,0.0422256732370202,171193,37,10,171136,high,VNQ,5s
-5,y_leads_x,7.532511923555521e-07,1.2043937807192013,0.22843741471383516,0.0422256732370202,171193,37,10,171136,high,VNQ,5s
-4,y_leads_x,-1.0573310539478819e-06,-2.770926219959172,0.005589709082018885,0.0422256732370202,171193,37,10,171136,high,VNQ,5s
-3,y_leads_x,-6.974817866694396e-07,-1.0676249229382013,0.28568973666634034,0.0422256732370202,171193,37,10,171136,high,VNQ,5s
-2,y_leads_x,-6.074578569446489e-07,-1.4633900018711183,0.14336069290122885,0.0422256732370202,171193,37,10,171136,high,VNQ,5s
-1,y_leads_x,1.5510360543675534e-05,17.94461335857458,5.287731454046514e-72,0.0422256732370202,171193,37,10,171136,high,VNQ,5s
1,x_leads_y,1.5506262198141627e-05,17.941971370481678,5.545249538531719e-72,0.0422256732370202,171193,37,10,171136,high,VNQ,5s
2,x_leads_y,-6.312846355043105e-07,-1.5476249285371446,0.12171262595925778,0.0422256732370202,171193,37,10,171136,high,VNQ,5s
3,x_leads_y,-7.279462292886719e-07,-1.061773042430115,0.2883387306524984,0.0422256732370202,171193,37,10,171136,high,VNQ,5s
4,x_leads_y,-1.0403148248789354e-06,-2.737405691705162,0.006192587279677004,0.0422256732370202,171193,37,10,171136,high,VNQ,5s
5,x_leads_y,6.68473286325649e-07,1.044687272188476,0.2961675292466178,0.0422256732370202,171193,37,10,171136,high,VNQ,5s
6,x_leads_y,7.43209918649008e-07,1.6031045855102033,0.1089115658083986,0.0422256732370202,171193,37,10,171136,high,VNQ,5s
7,x_leads_y,-7.598418377017818e-07,-1.590239994318295,0.1117807186211064,0.0422256732370202,171193,37,10,171136,high,VNQ,5s
8,x_leads_y,8.144534899535026e-08,0.1339249423509145,0.8934619268107415,0.0422256732370202,171193,37,10,171136,high,VNQ,5s
9,x_leads_y,-1.1467941642673822e-07,-0.2573130604733284,0.7969371110179152,0.0422256732370202,171193,37,10,171136,high,VNQ,5s
10,x_leads_y,-2.894663689758818e-07,-0.5718245622595111,0.5674408352132568,0.0422256732370202,171193,37,10,171136,high,VNQ,5s
-10,y_leads_x,3.903373736751834e-08,0.05887760515726657,0.9530495955963872,0.14469012511377832,45455,11,10,45424,high,VPU,5s
-9,y_leads_x,-5.770511215460854e-07,-0.877720377889773,0.38009548299033613,0.14469012511377832,45455,11,10,45424,high,VPU,5s
-8,y_leads_x,6.613103918716594e-07,0.9149192551397156,0.36023402075908906,0.14469012511377832,45455,11,10,45424,high,VPU,5s
-7,y_leads_x,2.533408544085574e-07,0.32005227642801826,0.7489287021608055,0.14469012511377832,45455,11,10,45424,high,VPU,5s
-6,y_leads_x,7.013039118702811e-08,0.09552198634065256,0.9239002275319989,0.14469012511377832,45455,11,10,45424,high,VPU,5s
-5,y_leads_x,1.870922631798892e-06,3.022390735601841,0.0025078660196258926,0.14469012511377832,45455,11,10,45424,high,VPU,5s
-4,y_leads_x,-8.964610347505883e-07,-1.1264964716449564,0.25995543321797043,0.14469012511377832,45455,11,10,45424,high,VPU,5s
-3,y_leads_x,1.6060181238997414e-06,2.3040441333231128,0.02122016629782293,0.14469012511377832,45455,11,10,45424,high,VPU,5s
-2,y_leads_x,-4.230856929717965e-06,-4.61990914876565,3.8390811177680965e-06,0.14469012511377832,45455,11,10,45424,high,VPU,5s
-1,y_leads_x,2.4693915014613248e-05,13.57339330223136,5.759278144570261e-42,0.14469012511377832,45455,11,10,45424,high,VPU,5s
1,x_leads_y,2.4664270288423296e-05,13.745853026682918,5.393359985264633e-43,0.14469012511377832,45455,11,10,45424,high,VPU,5s
2,x_leads_y,-4.364987412927951e-06,-4.899902237616559,9.588435446499966e-07,0.14469012511377832,45455,11,10,45424,high,VPU,5s
3,x_leads_y,1.7950113079479618e-06,2.519616054398378,0.011748290448811509,0.14469012511377832,45455,11,10,45424,high,VPU,5s
4,x_leads_y,-8.435919690082018e-07,-1.091460912935299,0.275070122013237,0.14469012511377832,45455,11,10,45424,high,VPU,5s
5,x_leads_y,1.7221033977328181e-06,2.9753176182926437,0.002926853322104039,0.14469012511377832,45455,11,10,45424,high,VPU,5s
6,x_leads_y,1.0159195335912367e-07,0.16299119596373512,0.8705253665792925,0.14469012511377832,45455,11,10,45424,high,VPU,5s
7,x_leads_y,4.842658837239332e-07,0.6014168850246872,0.5475623551844537,0.14469012511377832,45455,11,10,45424,high,VPU,5s
8,x_leads_y,8.09367727706894e-07,1.4351761270548336,0.15123691464358624,0.14469012511377832,45455,11,10,45424,high,VPU,5s
9,x_leads_y,-5.449645110114e-07,-1.132976866310019,0.2572239682766124,0.14469012511377832,45455,11,10,45424,high,VPU,5s
10,x_leads_y,-3.501155641796749e-07,-0.42920460740340427,0.6677743302955799,0.14469012511377832,45455,11,10,45424,high,VPU,5s
-10,y_leads_x,-6.317716622847261e-07,-2.709649321927038,0.006735437928467579,0.10174602072167238,45328,11,10,45297,high,VHT,5s
-9,y_leads_x,1.2581362680385027e-07,0.291492176903723,0.77067492616887,0.10174602072167238,45328,11,10,45297,high,VHT,5s
-8,y_leads_x,-2.475451506464704e-07,-0.5075752027468207,0.6117512845232302,0.10174602072167238,45328,11,10,45297,high,VHT,5s
-7,y_leads_x,1.4521017548280784e-07,0.35980920420300905,0.7189898196073083,0.10174602072167238,45328,11,10,45297,high,VHT,5s
-6,y_leads_x,9.22557980274659e-07,1.7299254778411695,0.08364359060540315,0.10174602072167238,45328,11,10,45297,high,VHT,5s
-5,y_leads_x,1.4118292718937992e-07,0.3398296541771115,0.7339848147076786,0.10174602072167238,45328,11,10,45297,high,VHT,5s
-4,y_leads_x,4.2605678759923524e-08,0.07742463786752934,0.9382857414243055,0.10174602072167238,45328,11,10,45297,high,VHT,5s
-3,y_leads_x,1.2992762392467565e-07,0.20021303394679596,0.8413139739354514,0.10174602072167238,45328,11,10,45297,high,VHT,5s
-2,y_leads_x,-1.689985149242403e-06,-3.5885334628219434,0.00033254331594358475,0.10174602072167238,45328,11,10,45297,high,VHT,5s
-1,y_leads_x,1.6721482788418657e-05,21.486933795935553,2.0629289204163384e-102,0.10174602072167238,45328,11,10,45297,high,VHT,5s
1,x_leads_y,1.6731618392339173e-05,21.56686603019217,3.6778244073873046e-103,0.10174602072167238,45328,11,10,45297,high,VHT,5s
2,x_leads_y,-1.6690967823951614e-06,-3.5231401164266574,0.0004264658364005306,0.10174602072167238,45328,11,10,45297,high,VHT,5s
3,x_leads_y,1.2036968364715657e-07,0.17217541901825284,0.8632996220654716,0.10174602072167238,45328,11,10,45297,high,VHT,5s
4,x_leads_y,3.3888899536653894e-08,0.06404092587246465,0.9489376395375071,0.10174602072167238,45328,11,10,45297,high,VHT,5s
5,x_leads_y,2.7108391865105715e-07,0.7463425773667347,0.455460497495065,0.10174602072167238,45328,11,10,45297,high,VHT,5s
6,x_leads_y,7.291027353987277e-07,1.3746896601372853,0.16922767820227946,0.10174602072167238,45328,11,10,45297,high,VHT,5s
7,x_leads_y,3.681598116086305e-07,0.9391489699460138,0.3476542648350691,0.10174602072167238,45328,11,10,45297,high,VHT,5s
8,x_leads_y,-3.595093477820859e-07,-0.5838861411956427,0.559296917855761,0.10174602072167238,45328,11,10,45297,high,VHT,5s
9,x_leads_y,-5.7010942355365825e-08,-0.12565982628934738,0.9000012036947803,0.10174602072167238,45328,11,10,45297,high,VHT,5s
10,x_leads_y,4.840104956513228e-07,0.4627013464561041,0.6435784530295763,0.10174602072167238,45328,11,10,45297,high,VHT,5s
-10,y_leads_x,-1.6698209320888794e-06,-1.8984660557184805,0.057634715192543096,0.03879216702548427,87070,19,10,87031,high,VNQ,5s
-9,y_leads_x,4.0936547702149835e-07,0.8442352293321248,0.3985379719369526,0.03879216702548427,87070,19,10,87031,high,VNQ,5s
-8,y_leads_x,-2.4594234700095447e-06,-1.8516820421525646,0.06407149419939162,0.03879216702548427,87070,19,10,87031,high,VNQ,5s
-7,y_leads_x,-1.3456596476838562e-06,-1.5830885434933555,0.1134012844715993,0.03879216702548427,87070,19,10,87031,high,VNQ,5s
-6,y_leads_x,-3.526286995669921e-08,-0.056113599025808265,0.9552513105524748,0.03879216702548427,87070,19,10,87031,high,VNQ,5s
-5,y_leads_x,7.5855982776494e-07,0.5185309154569516,0.6040878958550504,0.03879216702548427,87070,19,10,87031,high,VNQ,5s
-4,y_leads_x,-1.0320424093314883e-06,-3.13677296673318,0.0017081834453207324,0.03879216702548427,87070,19,10,87031,high,VNQ,5s
-3,y_leads_x,-2.604414780955267e-06,-2.6824330635140186,0.007308877668784796,0.03879216702548427,87070,19,10,87031,high,VNQ,5s
-2,y_leads_x,-2.596306060221202e-06,-4.347923845487416,1.3743230412463882e-05,0.03879216702548427,87070,19,10,87031,high,VNQ,5s
-1,y_leads_x,1.4778249796247494e-05,9.681080771899117,3.6285954966517536e-22,0.03879216702548427,87070,19,10,87031,high,VNQ,5s
1,x_leads_y,1.4721335637735558e-05,9.801806039669332,1.1059034518554204e-22,0.03879216702548427,87070,19,10,87031,high,VNQ,5s
2,x_leads_y,-2.536131419716719e-06,-4.113950046442856,3.8894563765384186e-05,0.03879216702548427,87070,19,10,87031,high,VNQ,5s
3,x_leads_y,-2.6820319372521647e-06,-2.711721122428196,0.006693488034248999,0.03879216702548427,87070,19,10,87031,high,VNQ,5s
4,x_leads_y,-9.81863609164196e-07,-2.670363773696914,0.007576910983071861,0.03879216702548427,87070,19,10,87031,high,VNQ,5s
5,x_leads_y,6.489768467239611e-07,0.45192840860820077,0.6513205579877368,0.03879216702548427,87070,19,10,87031,high,VNQ,5s
6,x_leads_y,6.860726481969474e-09,0.012310456729851111,0.9901779247243515,0.03879216702548427,87070,19,10,87031,high,VNQ,5s
7,x_leads_y,-1.2977478219926962e-06,-1.7789457058363622,0.0752486637587216,0.03879216702548427,87070,19,10,87031,high,VNQ,5s
8,x_leads_y,-2.460919637320351e-06,-1.9079182395984502,0.05640178445783211,0.03879216702548427,87070,19,10,87031,high,VNQ,5s
9,x_leads_y,3.9326319229281913e-07,0.9700015460740551,0.3320457214788225,0.03879216702548427,87070,19,10,87031,high,VNQ,5s
10,x_leads_y,-7.766416283134325e-07,-0.9507523966358558,0.34173008289353335,0.03879216702548427,87070,19,10,87031,high,VNQ,5s
-10,y_leads_x,-1.7150950984459954e-06,-2.256765473274341,0.024022733238640362,0.04775950132954154,69619,15,10,69584,high,VNQ,5s
-9,y_leads_x,-1.0444028952492635e-08,-0.01613247364074084,0.987128706663649,0.04775950132954154,69619,15,10,69584,high,VNQ,5s
-8,y_leads_x,-1.6606740721546841e-06,-2.1103271063793763,0.03483019034251229,0.04775950132954154,69619,15,10,69584,high,VNQ,5s
-7,y_leads_x,-2.2640842443576623e-06,-3.188263852885338,0.0014312986613103202,0.04775950132954154,69619,15,10,69584,high,VNQ,5s
-6,y_leads_x,7.85999971535543e-07,1.428878344922573,0.1530392025381529,0.04775950132954154,69619,15,10,69584,high,VNQ,5s
-5,y_leads_x,-1.0574539452991339e-06,-1.329215384201467,0.18377692097272502,0.04775950132954154,69619,15,10,69584,high,VNQ,5s
-4,y_leads_x,-1.2358014295732851e-06,-3.04809803321672,0.0023029478508682683,0.04775950132954154,69619,15,10,69584,high,VNQ,5s
-3,y_leads_x,-2.0426988349715745e-06,-2.3387453573034476,0.019348616216872647,0.04775950132954154,69619,15,10,69584,high,VNQ,5s
-2,y_leads_x,-2.2533896969113026e-06,-4.18937165671981,2.7972793643258672e-05,0.04775950132954154,69619,15,10,69584,high,VNQ,5s
-1,y_leads_x,1.7144062015011938e-05,20.21203393687662,7.672043363054624e-91,0.04775950132954154,69619,15,10,69584,high,VNQ,5s
1,x_leads_y,1.7046398718343148e-05,19.92356532287231,2.542282955964015e-88,0.04775950132954154,69619,15,10,69584,high,VNQ,5s
2,x_leads_y,-2.1710722878127817e-06,-4.057256721742238,4.965249413523899e-05,0.04775950132954154,69619,15,10,69584,high,VNQ,5s
3,x_leads_y,-2.1122197373358517e-06,-2.3115997615045845,0.02079974979807268,0.04775950132954154,69619,15,10,69584,high,VNQ,5s
4,x_leads_y,-1.1547427584576943e-06,-2.4428999068393265,0.014569777536508502,0.04775950132954154,69619,15,10,69584,high,VNQ,5s
5,x_leads_y,-1.251301912703452e-06,-1.587007241756588,0.11251100448404736,0.04775950132954154,69619,15,10,69584,high,VNQ,5s
6,x_leads_y,8.460701081236193e-07,1.817322522749794,0.06916774325410897,0.04775950132954154,69619,15,10,69584,high,VNQ,5s
7,x_leads_y,-2.322669455419686e-06,-3.8422033279823036,0.00012193475636050984,0.04775950132954154,69619,15,10,69584,high,VNQ,5s
8,x_leads_y,-2.110223038924075e-06,-2.373037041095296,0.017642494544043187,0.04775950132954154,69619,15,10,69584,high,VNQ,5s
9,x_leads_y,1.3648848672911192e-07,0.24862575999182782,0.8036502804715844,0.04775950132954154,69619,15,10,69584,high,VNQ,5s
10,x_leads_y,-1.082708159523525e-06,-1.285874556720424,0.19848684465250532,0.04775950132954154,69619,15,10,69584,high,VNQ,5s
-10,y_leads_x,1.0163018286559188e-06,2.680756306853625,0.007345598749331612,0.181310251939497,68084,16,10,68048,high,VCR,5s
-9,y_leads_x,-7.660540852035762e-07,-1.3469104306678077,0.17800908174318752,0.181310251939497,68084,16,10,68048,high,VCR,5s
-8,y_leads_x,4.839484292751611e-07,0.7750142492255251,0.4383312397269161,0.181310251939497,68084,16,10,68048,high,VCR,5s
-7,y_leads_x,2.8793847454620495e-07,0.44329660602691506,0.6575512103704366,0.181310251939497,68084,16,10,68048,high,VCR,5s
-6,y_leads_x,6.367931222009455e-07,1.0568372413622638,0.290585874621927,0.181310251939497,68084,16,10,68048,high,VCR,5s
-5,y_leads_x,1.6047751532571728e-06,2.849051293152073,0.004384981034935038,0.181310251939497,68084,16,10,68048,high,VCR,5s
-4,y_leads_x,1.313190565566268e-07,0.2460615278448122,0.8056346039258737,0.181310251939497,68084,16,10,68048,high,VCR,5s
-3,y_leads_x,3.950592704868876e-07,0.8627418995449221,0.3882793899087362,0.181310251939497,68084,16,10,68048,high,VCR,5s
-2,y_leads_x,-2.1411373529919015e-06,-3.077807966794549,0.00208529245244951,0.181310251939497,68084,16,10,68048,high,VCR,5s
-1,y_leads_x,2.7512968148369277e-05,31.2924552413397,5.910500261507813e-215,0.181310251939497,68084,16,10,68048,high,VCR,5s
1,x_leads_y,2.7492413847793817e-05,31.895508589961505,3.081771234948152e-223,0.181310251939497,68084,16,10,68048,high,VCR,5s
2,x_leads_y,-2.106008007420102e-06,-3.018817079866585,0.002537636977578308,0.181310251939497,68084,16,10,68048,high,VCR,5s
3,x_leads_y,3.963977154594254e-07,0.8883867100124035,0.3743327717073087,0.181310251939497,68084,16,10,68048,high,VCR,5s
4,x_leads_y,1.7857682751248498e-07,0.34801077509045847,0.7278320913658123,0.181310251939497,68084,16,10,68048,high,VCR,5s
5,x_leads_y,1.6364848875214509e-06,2.7925937368490534,0.005228731569968412,0.181310251939497,68084,16,10,68048,high,VCR,5s
6,x_leads_y,5.833984917937304e-07,0.981460494070875,0.32636570699626366,0.181310251939497,68084,16,10,68048,high,VCR,5s
7,x_leads_y,3.30996480061687e-07,0.49869990661056385,0.6179908104043426,0.181310251939497,68084,16,10,68048,high,VCR,5s
8,x_leads_y,2.3547649850273983e-07,0.4062126437402754,0.6845863647300625,0.181310251939497,68084,16,10,68048,high,VCR,5s
9,x_leads_y,-3.622372340779257e-07,-0.6327539182788144,0.5268943536610908,0.181310251939497,68084,16,10,68048,high,VCR,5s
10,x_leads_y,1.9720502285033537e-07,0.4593769530575903,0.6459634955605484,0.181310251939497,68084,16,10,68048,high,VCR,5s
-10,y_leads_x,5.055637442420945e-07,1.087795142536654,0.27668555439635134,0.06622366192309159,121149,28,10,121101,high,VDE,5s
-9,y_leads_x,-5.309557652105764e-07,-1.1650220739856392,0.2440100577763309,0.06622366192309159,121149,28,10,121101,high,VDE,5s
-8,y_leads_x,2.9233992905190596e-07,0.6741994009228899,0.5001845504616103,0.06622366192309159,121149,28,10,121101,high,VDE,5s
-7,y_leads_x,-1.1444552736265548e-06,-2.647656639786337,0.008105180096499043,0.06622366192309159,121149,28,10,121101,high,VDE,5s
-6,y_leads_x,2.5376730194317083e-08,0.04805277058747036,0.9616741863015978,0.06622366192309159,121149,28,10,121101,high,VDE,5s
-5,y_leads_x,1.2848411843193861e-06,2.5303281704491125,0.011395588633109821,0.06622366192309159,121149,28,10,121101,high,VDE,5s
-4,y_leads_x,-5.048055106506652e-07,-0.858465961221569,0.3906352183761078,0.06622366192309159,121149,28,10,121101,high,VDE,5s
-3,y_leads_x,-1.5693029549346635e-06,-3.364771493012864,0.0007660707513446793,0.06622366192309159,121149,28,10,121101,high,VDE,5s
-2,y_leads_x,-3.534699525079362e-06,-6.285448172669137,3.269092138035838e-10,0.06622366192309159,121149,28,10,121101,high,VDE,5s
-1,y_leads_x,2.0472847417591346e-05,38.153350546149106,0.0,0.06622366192309159,121149,28,10,121101,high,VDE,5s
1,x_leads_y,2.0422954767027756e-05,38.285046486715885,0.0,0.06622366192309159,121149,28,10,121101,high,VDE,5s
2,x_leads_y,-3.532524318828196e-06,-6.146056213016189,7.943314290272541e-10,0.06622366192309159,121149,28,10,121101,high,VDE,5s
3,x_leads_y,-1.4769808499334878e-06,-3.1475639639369133,0.001646370807460487,0.06622366192309159,121149,28,10,121101,high,VDE,5s
4,x_leads_y,-5.902485836512736e-07,-1.0162569043819931,0.30950706489417623,0.06622366192309159,121149,28,10,121101,high,VDE,5s
5,x_leads_y,1.348763111030337e-06,2.5963085485218422,0.009423140345812656,0.06622366192309159,121149,28,10,121101,high,VDE,5s
6,x_leads_y,-1.5542972590601653e-08,-0.029508882419748184,0.9764587348811294,0.06622366192309159,121149,28,10,121101,high,VDE,5s
7,x_leads_y,-1.06183031543758e-06,-2.395561159983843,0.01659494542689687,0.06622366192309159,121149,28,10,121101,high,VDE,5s
8,x_leads_y,3.92568337786177e-07,0.8378793053294038,0.40209849258335695,0.06622366192309159,121149,28,10,121101,high,VDE,5s
9,x_leads_y,-3.1328063690017626e-07,-0.8088565946816942,0.4185976382604455,0.06622366192309159,121149,28,10,121101,high,VDE,5s
10,x_leads_y,-3.8668648627084846e-07,-0.8046016308818618,0.4210496007193215,0.06622366192309159,121149,28,10,121101,high,VDE,5s
-10,y_leads_x,-5.572932575102509e-07,-1.3278617518318174,0.1842237822678482,0.16444322967189706,55350,17,10,55313,high,VAW,5s
-9,y_leads_x,7.429005856952327e-07,1.813692399822097,0.06972509582868348,0.16444322967189706,55350,17,10,55313,high,VAW,5s
-8,y_leads_x,5.583863252761167e-07,1.0901919006568912,0.27562862037126634,0.16444322967189706,55350,17,10,55313,high,VAW,5s
-7,y_leads_x,-2.225994199880861e-07,-0.38999221702524567,0.6965423020992325,0.16444322967189706,55350,17,10,55313,high,VAW,5s
-6,y_leads_x,5.528526951001905e-07,0.8358964590943214,0.4032131546052061,0.16444322967189706,55350,17,10,55313,high,VAW,5s
