direction,cause_col,effect_col,k,coef,t_stat,p_value,p_granger,r_squared,n_obs,n_days,k_used,n_ylags,dof,cov_type,reliability_tier,x_ticker,y_ticker,bar_freq
y_to_x,chg_y,chg_x,7,0.05298640037122923,2.888277701210547,0.0038735772166088086,0.0,0.36293980099656065,47,15,10,1,21,cluster_by_day,medium,KXECDJT281,KXFEDDECISION-24DEC-H0,600s
y_to_x,chg_y,chg_x,8,0.044576645307242875,3.2054074634462104,0.0013487140585041277,0.0,0.36293980099656065,47,15,10,1,21,cluster_by_day,medium,KXECDJT281,KXFEDDECISION-24DEC-H0,600s
y_to_x,chg_y,chg_x,9,0.00675470641938449,0.23573797347555508,0.813636001601361,0.0,0.36293980099656065,47,15,10,1,21,cluster_by_day,medium,KXECDJT281,KXFEDDECISION-24DEC-H0,600s
y_to_x,chg_y,chg_x,10,0.006162105781505792,0.2155426456412424,0.8293442669090444,0.0,0.36293980099656065,47,15,10,1,21,cluster_by_day,medium,KXECDJT281,KXFEDDECISION-24DEC-H0,600s
x_to_y,chg_x,chg_y,1,-0.015920731626352512,-0.7798781911344536,0.4354625765010457,0.5366135103683816,0.8096703661387371,33,4,10,6,13,cluster_by_day,medium,KXECKH287,KXECDJT281,600s
x_to_y,chg_x,chg_y,2,-0.03182205727498394,-1.4556703020069504,0.14548378339482945,0.5366135103683816,0.8096703661387371,33,4,10,6,13,cluster_by_day,medium,KXECKH287,KXECDJT281,600s
x_to_y,chg_x,chg_y,3,0.037222383723212675,0.6133354921174924,0.5396545300312936,0.5366135103683816,0.8096703661387371,33,4,10,6,13,cluster_by_day,medium,KXECKH287,KXECDJT281,600s
x_to_y,chg_x,chg_y,4,0.06232634442687503,2.258018356830813,0.023944515003605202,0.5366135103683816,0.8096703661387371,33,4,10,6,13,cluster_by_day,medium,KXECKH287,KXECDJT281,600s
x_to_y,chg_x,chg_y,5,0.01175585084339505,3.13657025559079,0.0017093647698438138,0.5366135103683816,0.8096703661387371,33,4,10,6,13,cluster_by_day,medium,KXECKH287,KXECDJT281,600s
x_to_y,chg_x,chg_y,6,-0.013962700770380022,-2.298541729436555,0.021530975689182757,0.5366135103683816,0.8096703661387371,33,4,10,6,13,cluster_by_day,medium,KXECKH287,KXECDJT281,600s
x_to_y,chg_x,chg_y,7,-0.019764262590542307,-405.9835754054857,0.0,0.5366135103683816,0.8096703661387371,33,4,10,6,13,cluster_by_day,medium,KXECKH287,KXECDJT281,600s
x_to_y,chg_x,chg_y,8,0.028235786928867006,1.2033641886167668,0.2288354196262955,0.5366135103683816,0.8096703661387371,33,4,10,6,13,cluster_by_day,medium,KXECKH287,KXECDJT281,600s
x_to_y,chg_x,chg_y,9,-0.017379646020501384,-0.8932529284293689,0.3717217395696373,0.5366135103683816,0.8096703661387371,33,4,10,6,13,cluster_by_day,medium,KXECKH287,KXECDJT281,600s
x_to_y,chg_x,chg_y,10,-0.001234180915619302,-0.31487535732130084,0.7528562925997464,0.5366135103683816,0.8096703661387371,33,4,10,6,13,cluster_by_day,medium,KXECKH287,KXECDJT281,600s
y_to_x,chg_y,chg_x,1,0.004134049156181396,0.38081209207144096,0.7033426859768883,0.2430664295514032,0.4532437481464635,33,4,10,1,18,cluster_by_day,medium,KXECKH287,KXECDJT281,600s
y_to_x,chg_y,chg_x,2,-0.01526175586088745,-6.458783090936081,1.0554826870745556e-10,0.2430664295514032,0.4532437481464635,33,4,10,1,18,cluster_by_day,medium,KXECKH287,KXECDJT281,600s
y_to_x,chg_y,chg_x,3,0.003461021146107452,1.6599366848513075,0.09692719048457156,0.2430664295514032,0.4532437481464635,33,4,10,1,18,cluster_by_day,medium,KXECKH287,KXECDJT281,600s
y_to_x,chg_y,chg_x,4,0.015761103990533418,385.8747667949091,0.0,0.2430664295514032,0.4532437481464635,33,4,10,1,18,cluster_by_day,medium,KXECKH287,KXECDJT281,600s
y_to_x,chg_y,chg_x,5,-0.014228339612006861,-4.306102729683519,1.6615591663806713e-05,0.2430664295514032,0.4532437481464635,33,4,10,1,18,cluster_by_day,medium,KXECKH287,KXECDJT281,600s
y_to_x,chg_y,chg_x,6,-0.010710640973772653,-1.5079979171314442,0.13155506010076468,0.2430664295514032,0.4532437481464635,33,4,10,1,18,cluster_by_day,medium,KXECKH287,KXECDJT281,600s
y_to_x,chg_y,chg_x,7,0.021169256124094357,1.343028613036148,0.17926270899868746,0.2430664295514032,0.4532437481464635,33,4,10,1,18,cluster_by_day,medium,KXECKH287,KXECDJT281,600s
y_to_x,chg_y,chg_x,8,-0.0315209536203576,-1.651681593748935,0.09859947681997121,0.2430664295514032,0.4532437481464635,33,4,10,1,18,cluster_by_day,medium,KXECKH287,KXECDJT281,600s
