k_lag,direction,coef,t_stat,p_value,r_squared,n_obs,n_days,n_members_used,n_params,n_active,group,etf,mode,K_chosen,n_active_events,n_members,p_fdr
-8,etf_leads_kalshi,0.00012145932494678091,0.5580484325375399,0.5768113122369322,0.5052186518521244,62,2,4,26,43,ELECTION_trump_fav,VAW,event,8,269,6,0.6871136193441408
-7,etf_leads_kalshi,0.0002967650761144834,0.8138199951189758,0.41574807864893204,0.5052186518521244,62,2,4,26,43,ELECTION_trump_fav,VAW,event,8,269,6,0.5889764447526536
-6,etf_leads_kalshi,0.0003881646449289932,1.2256363047438834,0.22033556943959975,0.5052186518521244,62,2,4,26,43,ELECTION_trump_fav,VAW,event,8,269,6,0.5081890508982448
-5,etf_leads_kalshi,0.0002629975797678069,1.1128041419772734,0.2657925561187454,0.5052186518521244,62,2,4,26,43,ELECTION_trump_fav,VAW,event,8,269,6,0.5081890508982448
-4,etf_leads_kalshi,0.00021410242143787218,1.9402877715688778,0.0523447266658664,0.5052186518521244,62,2,4,26,43,ELECTION_trump_fav,VAW,event,8,269,6,0.17797207066394574
-3,etf_leads_kalshi,0.00020963749767519135,1.960639363381223,0.049921107106465315,0.5052186518521244,62,2,4,26,43,ELECTION_trump_fav,VAW,event,8,269,6,0.17797207066394574
-2,etf_leads_kalshi,0.00015194054049379548,3.08363953202305,0.0020448519430670232,0.5052186518521244,62,2,4,26,43,ELECTION_trump_fav,VAW,event,8,269,6,0.017381241516069696
-1,etf_leads_kalshi,0.0002016852886122929,1.295560151081963,0.19512706540784874,0.5052186518521244,62,2,4,26,43,ELECTION_trump_fav,VAW,event,8,269,6,0.5081890508982448
0,contemp,-2.1890361884742735e-05,-0.6738616294754581,0.5003992886489499,0.5052186518521244,62,2,4,26,43,ELECTION_trump_fav,VAW,event,8,269,6,0.6543683005409345
1,kalshi_leads_etf,3.6943783008896276e-05,1.0328185087635764,0.30168884036769583,0.5052186518521244,62,2,4,26,43,ELECTION_trump_fav,VAW,event,8,269,6,0.5081890508982448
2,kalshi_leads_etf,-0.00011720888933995082,-0.45835812495741457,0.6466951711474267,0.5052186518521244,62,2,4,26,43,ELECTION_trump_fav,VAW,event,8,269,6,0.6871136193441408
3,kalshi_leads_etf,-0.0003559986180270869,-5.42273115761117,5.8695236872117914e-08,0.5052186518521244,62,2,4,26,43,ELECTION_trump_fav,VAW,event,8,269,6,9.978190268260045e-07
4,kalshi_leads_etf,-0.00034633408350630973,-1.078937604555201,0.28061554372788133,0.5052186518521244,62,2,4,26,43,ELECTION_trump_fav,VAW,event,8,269,6,0.5081890508982448
5,kalshi_leads_etf,1.8053881205190616e-06,0.02079610321988087,0.9834083062481173,0.5052186518521244,62,2,4,26,43,ELECTION_trump_fav,VAW,event,8,269,6,0.9834083062481173
6,kalshi_leads_etf,0.00023198889335942583,2.917535988959666,0.00352808932165638,0.5052186518521244,62,2,4,26,43,ELECTION_trump_fav,VAW,event,8,269,6,0.019992506156052817
7,kalshi_leads_etf,0.0002868835871805254,0.9764768602727654,0.32882820940474666,0.5052186518521244,62,2,4,26,43,ELECTION_trump_fav,VAW,event,8,269,6,0.5081890508982448
8,kalshi_leads_etf,9.56285158704968e-05,0.4855399572942305,0.627293376066631,0.5052186518521244,62,2,4,26,43,ELECTION_trump_fav,VAW,event,8,269,6,0.6871136193441408
-8,etf_leads_kalshi,0.00023461875220471174,20.986697480863477,8.676911926027293e-98,0.7023106945931332,62,2,4,26,43,ELECTION_trump_fav,VCR,event,8,269,6,4.916916758082132e-97
-7,etf_leads_kalshi,0.00014999350946790844,5.995543351362796,2.028061819191442e-09,0.7023106945931332,62,2,4,26,43,ELECTION_trump_fav,VCR,event,8,269,6,8.61926273156363e-09
-6,etf_leads_kalshi,0.0002320374905296127,3.5731397117273174,0.0003527264432583498,0.7023106945931332,62,2,4,26,43,ELECTION_trump_fav,VCR,event,8,269,6,0.0008566213621988496
-5,etf_leads_kalshi,0.00013473122263382608,33.16451944410864,3.497866944339462e-241,0.7023106945931332,62,2,4,26,43,ELECTION_trump_fav,VCR,event,8,269,6,5.946373805377085e-240
-4,etf_leads_kalshi,2.0406101691224717e-05,0.6799696403465135,0.4965236844075166,0.7023106945931332,62,2,4,26,43,ELECTION_trump_fav,VCR,event,8,269,6,0.5627268423285188
-3,etf_leads_kalshi,9.257699338545651e-05,2.245719626575776,0.024721972231797007,0.7023106945931332,62,2,4,26,43,ELECTION_trump_fav,VCR,event,8,269,6,0.04202735279405491
-2,etf_leads_kalshi,-9.404107705610816e-05,-25.865020857802392,1.649025645415157e-147,0.7023106945931332,62,2,4,26,43,ELECTION_trump_fav,VCR,event,8,269,6,1.4016717986028834e-146
-1,etf_leads_kalshi,7.210350850031077e-05,0.7980496666140436,0.42484166866525497,0.7023106945931332,62,2,4,26,43,ELECTION_trump_fav,VCR,event,8,269,6,0.5158791690935239
0,contemp,0.00010733174939511712,1.6176064933261805,0.10574742883270788,0.7023106945931332,62,2,4,26,43,ELECTION_trump_fav,VCR,event,8,269,6,0.14980885751300282
1,kalshi_leads_etf,-0.0002537740969643351,-3.0219162073969,0.0025118006776767587,0.7023106945931332,62,2,4,26,43,ELECTION_trump_fav,VCR,event,8,269,6,0.005337576440063112
2,kalshi_leads_etf,1.129151461802148e-05,0.08893878806525848,0.929130557262755,0.7023106945931332,62,2,4,26,43,ELECTION_trump_fav,VCR,event,8,269,6,0.929130557262755
3,kalshi_leads_etf,-0.00039892575533457576,-4.016778923511102,5.899902407827046e-05,0.7023106945931332,62,2,4,26,43,ELECTION_trump_fav,VCR,event,8,269,6,0.00016716390155509963
4,kalshi_leads_etf,-0.0002004467942268919,-1.2738371055539313,0.2027211519368669,0.7023106945931332,62,2,4,26,43,ELECTION_trump_fav,VCR,event,8,269,6,0.26509689099436445
5,kalshi_leads_etf,3.225754184372516e-05,0.26041000586777424,0.7945475255729569,0.7023106945931332,62,2,4,26,43,ELECTION_trump_fav,VCR,event,8,269,6,0.8442067459212668
6,kalshi_leads_etf,-0.0001069436742639411,-2.4093931497221246,0.015979074299361126,0.7023106945931332,62,2,4,26,43,ELECTION_trump_fav,VCR,event,8,269,6,0.030182695898793237
7,kalshi_leads_etf,0.00030919815925393025,4.868226366060785,1.1260430290448858e-06,0.7023106945931332,62,2,4,26,43,ELECTION_trump_fav,VCR,event,8,269,6,3.8285462987526115e-06
8,kalshi_leads_etf,0.00013959691438517624,2.047356912631192,0.04062305366585121,0.7023106945931332,62,2,4,26,43,ELECTION_trump_fav,VCR,event,8,269,6,0.06278108293813368
-8,etf_leads_kalshi,-7.739171066132775e-05,-0.37373831964060306,0.7085990129522943,0.5514674299157767,62,2,4,26,43,ELECTION_trump_fav,VDC,event,8,269,6,0.7980518404161657
-7,etf_leads_kalshi,-0.00010915075504982718,-1.0629938150128955,0.2877847561937138,0.5514674299157767,62,2,4,26,43,ELECTION_trump_fav,VDC,event,8,269,6,0.7282937389545594
-6,etf_leads_kalshi,-7.846924595853344e-05,-0.31717922267597704,0.7511076145093324,0.5514674299157767,62,2,4,26,43,ELECTION_trump_fav,VDC,event,8,269,6,0.7980518404161657
-5,etf_leads_kalshi,-7.104300391330317e-05,-0.40676442548151454,0.6841810172218514,0.5514674299157767,62,2,4,26,43,ELECTION_trump_fav,VDC,event,8,269,6,0.7980518404161657
-4,etf_leads_kalshi,-6.823604274483838e-05,-0.6524920265910026,0.5140838148744504,0.5514674299157767,62,2,4,26,43,ELECTION_trump_fav,VDC,event,8,269,6,0.7944931684423324
