k,direction,coef,t_stat,p_value,r_squared,n_obs,n_days,k_used,dof,reliability_tier,x_etf,y_etf,bar_freq
0,contemporaneous,2.3362931462424035e-05,17.83524130804747,3.764210966986529e-71,0.1718725053217699,67286,17,10,67248,high,VFH,VIS,5s
1,x_leads_y,1.4005459825427676e-05,21.362457019823953,2.9868031631816784e-101,0.1718725053217699,67286,17,10,67248,high,VFH,VIS,5s
2,x_leads_y,5.624346171352995e-06,8.644839745017043,5.388086459750684e-18,0.1718725053217699,67286,17,10,67248,high,VFH,VIS,5s
3,x_leads_y,3.308812108186855e-06,6.223888772229582,4.849809640400112e-10,0.1718725053217699,67286,17,10,67248,high,VFH,VIS,5s
4,x_leads_y,1.9884493635170203e-06,3.2640245859552435,0.001098416333347112,0.1718725053217699,67286,17,10,67248,high,VFH,VIS,5s
5,x_leads_y,2.3772053855811733e-06,5.437085227927536,5.415923589840189e-08,0.1718725053217699,67286,17,10,67248,high,VFH,VIS,5s
6,x_leads_y,1.8330923519525768e-06,5.371357826918812,7.814596699690708e-08,0.1718725053217699,67286,17,10,67248,high,VFH,VIS,5s
7,x_leads_y,1.4623279124555447e-06,3.525385513877386,0.0004228669132564647,0.1718725053217699,67286,17,10,67248,high,VFH,VIS,5s
8,x_leads_y,2.070797205176396e-06,6.337710931809597,2.332038281582176e-10,0.1718725053217699,67286,17,10,67248,high,VFH,VIS,5s
9,x_leads_y,1.3369886734531147e-06,3.0704267054964105,0.0021375314315682774,0.1718725053217699,67286,17,10,67248,high,VFH,VIS,5s
10,x_leads_y,2.1553201459484395e-07,1.7175280519029976,0.08588273350035455,0.1718725053217699,67286,17,10,67248,high,VFH,VIS,5s
-10,y_leads_x,7.220925481476127e-08,0.1915897001636568,0.8480636111317268,0.10820658429588426,69319,17,10,69281,high,VFH,VCR,5s
-9,y_leads_x,-3.6817795701266024e-07,-1.292491661100383,0.1961869319187426,0.10820658429588426,69319,17,10,69281,high,VFH,VCR,5s
-8,y_leads_x,2.824904198042606e-07,0.7040557039063535,0.48139808430771835,0.10820658429588426,69319,17,10,69281,high,VFH,VCR,5s
-7,y_leads_x,2.313581660551389e-08,0.06027523476629777,0.95193642586843,0.10820658429588426,69319,17,10,69281,high,VFH,VCR,5s
-6,y_leads_x,1.305880598878107e-07,0.2768185268526958,0.7819194545032071,0.10820658429588426,69319,17,10,69281,high,VFH,VCR,5s
-5,y_leads_x,6.479379706089333e-07,1.3622897611447167,0.17310645762143195,0.10820658429588426,69319,17,10,69281,high,VFH,VCR,5s
-4,y_leads_x,8.423772058149748e-07,1.8411961608468197,0.06559281776439724,0.10820658429588426,69319,17,10,69281,high,VFH,VCR,5s
-3,y_leads_x,1.8457640301555182e-07,0.3738877200402187,0.7084878529631571,0.10820658429588426,69319,17,10,69281,high,VFH,VCR,5s
-2,y_leads_x,2.814694335759956e-07,0.5692146438589316,0.5692104840045152,0.10820658429588426,69319,17,10,69281,high,VFH,VCR,5s
-1,y_leads_x,3.7907565901871317e-06,5.963944904485559,2.462197902211894e-09,0.10820658429588426,69319,17,10,69281,high,VFH,VCR,5s
0,contemporaneous,2.4715671667960196e-05,9.16803288963707,4.817290520082016e-20,0.10820658429588426,69319,17,10,69281,high,VFH,VCR,5s
1,x_leads_y,1.3224769708345066e-05,6.563879573908996,5.242554667622342e-11,0.10820658429588426,69319,17,10,69281,high,VFH,VCR,5s
2,x_leads_y,3.697158957845561e-06,4.615765393133862,3.916491874736956e-06,0.10820658429588426,69319,17,10,69281,high,VFH,VCR,5s
3,x_leads_y,2.2192398300653763e-06,4.858592757059486,1.182230199123986e-06,0.10820658429588426,69319,17,10,69281,high,VFH,VCR,5s
4,x_leads_y,1.1265575212546616e-06,2.53908200529787,0.011114376817277508,0.10820658429588426,69319,17,10,69281,high,VFH,VCR,5s
5,x_leads_y,1.5248470513686091e-06,3.326895344348984,0.0008781934895403127,0.10820658429588426,69319,17,10,69281,high,VFH,VCR,5s
6,x_leads_y,4.544236299594447e-07,1.0876473354675864,0.2767508253900268,0.10820658429588426,69319,17,10,69281,high,VFH,VCR,5s
7,x_leads_y,2.8043725431420473e-07,0.5690992141757925,0.5692888116320336,0.10820658429588426,69319,17,10,69281,high,VFH,VCR,5s
8,x_leads_y,3.3021537579459097e-07,0.6732230774488033,0.500805381626406,0.10820658429588426,69319,17,10,69281,high,VFH,VCR,5s
9,x_leads_y,2.1773790729104396e-07,0.6286463637037202,0.5295805998429474,0.10820658429588426,69319,17,10,69281,high,VFH,VCR,5s
10,x_leads_y,1.1464355841773454e-07,1.094300442730991,0.27382323120632424,0.10820658429588426,69319,17,10,69281,high,VFH,VCR,5s
-10,y_leads_x,9.217665006696003e-07,1.6070400384527495,0.10804558533389574,0.1265008608997623,69891,17,10,69853,high,VFH,VDE,5s
-9,y_leads_x,1.847076781805492e-07,0.2681813660793161,0.7885597175223702,0.1265008608997623,69891,17,10,69853,high,VFH,VDE,5s
-8,y_leads_x,-5.273818652721689e-07,-0.9378960504410779,0.3482978330962888,0.1265008608997623,69891,17,10,69853,high,VFH,VDE,5s
-7,y_leads_x,3.326630161055197e-07,0.8522978729807769,0.3940487862865232,0.1265008608997623,69891,17,10,69853,high,VFH,VDE,5s
-6,y_leads_x,7.030177908826041e-07,1.4577460331652812,0.14491055843364184,0.1265008608997623,69891,17,10,69853,high,VFH,VDE,5s
-5,y_leads_x,-9.35421895013067e-07,-1.444506251524134,0.1485966225036468,0.1265008608997623,69891,17,10,69853,high,VFH,VDE,5s
-4,y_leads_x,-2.7669315112544316e-07,-0.3519188730716689,0.7248991048115517,0.1265008608997623,69891,17,10,69853,high,VFH,VDE,5s
-3,y_leads_x,-5.371239137191258e-07,-0.963016213932018,0.33553938654784876,0.1265008608997623,69891,17,10,69853,high,VFH,VDE,5s
-2,y_leads_x,4.792234227123974e-07,0.6117451879656628,0.5407063595385376,0.1265008608997623,69891,17,10,69853,high,VFH,VDE,5s
-1,y_leads_x,7.85111231263949e-06,13.333210530830145,1.4837234484446995e-40,0.1265008608997623,69891,17,10,69853,high,VFH,VDE,5s
0,contemporaneous,3.728723252891747e-05,31.551797553964043,1.6941174396383301e-218,0.1265008608997623,69891,17,10,69853,high,VFH,VDE,5s
1,x_leads_y,8.033142705282113e-06,7.8523896850742005,4.081838768625101e-15,0.1265008608997623,69891,17,10,69853,high,VFH,VDE,5s
2,x_leads_y,-1.6554034299961433e-06,-2.0772581557952816,0.03777773889314947,0.1265008608997623,69891,17,10,69853,high,VFH,VDE,5s
3,x_leads_y,-7.741357258089265e-07,-1.238889389407663,0.21538646365969516,0.1265008608997623,69891,17,10,69853,high,VFH,VDE,5s
4,x_leads_y,-4.1781537445285697e-07,-0.8396365069979469,0.4011122236608625,0.1265008608997623,69891,17,10,69853,high,VFH,VDE,5s
5,x_leads_y,7.675456229767539e-07,1.8167620610558257,0.06925355434218214,0.1265008608997623,69891,17,10,69853,high,VFH,VDE,5s
6,x_leads_y,-8.335168498426916e-08,-0.16644935638101213,0.8678033348676892,0.1265008608997623,69891,17,10,69853,high,VFH,VDE,5s
7,x_leads_y,-4.010589353846712e-07,-0.6768619007913808,0.49849357909274306,0.1265008608997623,69891,17,10,69853,high,VFH,VDE,5s
8,x_leads_y,-3.483772990162372e-07,-0.7600219776812777,0.44724144793996,0.1265008608997623,69891,17,10,69853,high,VFH,VDE,5s
9,x_leads_y,7.622205825871693e-07,1.1091713628682809,0.2673562639770246,0.1265008608997623,69891,17,10,69853,high,VFH,VDE,5s
10,x_leads_y,-1.744980701735767e-07,-0.9591681211403691,0.33747405732266933,0.1265008608997623,69891,17,10,69853,high,VFH,VDE,5s
-10,y_leads_x,-8.34638690967685e-08,-0.16523687177374607,0.8687575446512974,0.1033505897716872,69884,17,10,69846,high,VFH,VOX,5s
-9,y_leads_x,-2.251694325106003e-08,-0.053843153158668396,0.9570601281155807,0.1033505897716872,69884,17,10,69846,high,VFH,VOX,5s
-8,y_leads_x,1.4869443566677696e-07,0.36983184887444015,0.7115077831343244,0.1033505897716872,69884,17,10,69846,high,VFH,VOX,5s
-7,y_leads_x,-7.585862838031182e-07,-1.633598234578938,0.10234323877008479,0.1033505897716872,69884,17,10,69846,high,VFH,VOX,5s
-6,y_leads_x,-1.5613475581424462e-07,-0.40232221244496646,0.687446909447632,0.1033505897716872,69884,17,10,69846,high,VFH,VOX,5s
-5,y_leads_x,-1.1040899770698916e-07,-0.299334312318321,0.7646849766318204,0.1033505897716872,69884,17,10,69846,high,VFH,VOX,5s
-4,y_leads_x,-5.295317947737442e-07,-1.0076286549307671,0.3136327672244076,0.1033505897716872,69884,17,10,69846,high,VFH,VOX,5s
-3,y_leads_x,3.1446318069725944e-07,0.9374093817550433,0.3485480169127603,0.1033505897716872,69884,17,10,69846,high,VFH,VOX,5s
-2,y_leads_x,1.1550826616260379e-06,2.271730877364592,0.023102770028917547,0.1033505897716872,69884,17,10,69846,high,VFH,VOX,5s
-1,y_leads_x,3.979483708275628e-06,11.014228142452149,3.2632145858690916e-28,0.1033505897716872,69884,17,10,69846,high,VFH,VOX,5s
0,contemporaneous,2.5069043197962832e-05,9.198414210512443,3.6327102644236036e-20,0.1033505897716872,69884,17,10,69846,high,VFH,VOX,5s
1,x_leads_y,6.885715137047316e-06,5.759539887423819,8.434352741305794e-09,0.1033505897716872,69884,17,10,69846,high,VFH,VOX,5s
2,x_leads_y,-3.667284795324842e-08,-0.08857117233073472,0.9294227191659078,0.1033505897716872,69884,17,10,69846,high,VFH,VOX,5s
3,x_leads_y,1.0385052355732516e-07,0.19734742783715187,0.8435556670005683,0.1033505897716872,69884,17,10,69846,high,VFH,VOX,5s
4,x_leads_y,7.850422687443309e-08,0.23678957836654005,0.8128200369278331,0.1033505897716872,69884,17,10,69846,high,VFH,VOX,5s
5,x_leads_y,1.7672917039682885e-07,0.3664376512243802,0.7140385289182171,0.1033505897716872,69884,17,10,69846,high,VFH,VOX,5s
6,x_leads_y,-6.740309511008869e-07,-1.6971736546971752,0.08966383437615418,0.1033505897716872,69884,17,10,69846,high,VFH,VOX,5s
7,x_leads_y,3.989211786399843e-07,1.0786219569671534,0.2807562890602505,0.1033505897716872,69884,17,10,69846,high,VFH,VOX,5s
8,x_leads_y,2.828511576877508e-07,0.5928833328207976,0.5532592330403019,0.1033505897716872,69884,17,10,69846,high,VFH,VOX,5s
9,x_leads_y,-3.491013104099299e-07,-0.8408657230693887,0.40042316282322254,0.1033505897716872,69884,17,10,69846,high,VFH,VOX,5s
10,x_leads_y,2.479283156933219e-07,1.1800623001058015,0.23797543743442018,0.1033505897716872,69884,17,10,69846,high,VFH,VOX,5s
-10,y_leads_x,-8.917239880181438e-07,-1.9110023621646852,0.05600427733530639,0.08882328256300742,70115,17,10,70077,high,VFH,VGT,5s
-9,y_leads_x,-7.965580776393509e-07,-1.8343848701515262,0.06659688389410896,0.08882328256300742,70115,17,10,70077,high,VFH,VGT,5s
-8,y_leads_x,1.8383892101119213e-06,3.2659905448296405,0.0010908189158685135,0.08882328256300742,70115,17,10,70077,high,VFH,VGT,5s
-7,y_leads_x,4.946931255388815e-08,0.09256553462886423,0.9262487255327315,0.08882328256300742,70115,17,10,70077,high,VFH,VGT,5s
-6,y_leads_x,2.9052035323544005e-07,0.5928751786300951,0.5532646905235132,0.08882328256300742,70115,17,10,70077,high,VFH,VGT,5s
-5,y_leads_x,9.764039297918201e-08,0.1389734371360044,0.8894711394260058,0.08882328256300742,70115,17,10,70077,high,VFH,VGT,5s
-4,y_leads_x,5.38199915773576e-07,0.7952911323361493,0.4264441706506701,0.08882328256300742,70115,17,10,70077,high,VFH,VGT,5s
-3,y_leads_x,4.852749165579016e-07,0.8652893981522508,0.3868799683239591,0.08882328256300742,70115,17,10,70077,high,VFH,VGT,5s
-2,y_leads_x,6.99092715076917e-07,1.1337341309218574,0.25690608824367867,0.08882328256300742,70115,17,10,70077,high,VFH,VGT,5s
-1,y_leads_x,3.7577873678752415e-06,3.7406900848625857,0.00018351569420004793,0.08882328256300742,70115,17,10,70077,high,VFH,VGT,5s
0,contemporaneous,3.0046196690838838e-05,6.64913899597955,2.9481249203764843e-11,0.08882328256300742,70115,17,10,70077,high,VFH,VGT,5s
1,x_leads_y,5.8467503680180605e-06,4.3999529929758525,1.0827433000627314e-05,0.08882328256300742,70115,17,10,70077,high,VFH,VGT,5s
2,x_leads_y,-1.6568692663801575e-07,-0.20911181058586203,0.8343609550065784,0.08882328256300742,70115,17,10,70077,high,VFH,VGT,5s
3,x_leads_y,2.3393289348284914e-07,0.3426703295853738,0.7318464862794346,0.08882328256300742,70115,17,10,70077,high,VFH,VGT,5s
4,x_leads_y,2.7969804214009347e-07,0.7074781834653324,0.47926936567327716,0.08882328256300742,70115,17,10,70077,high,VFH,VGT,5s
5,x_leads_y,4.255774950356956e-07,0.6985999566857035,0.4848020708027485,0.08882328256300742,70115,17,10,70077,high,VFH,VGT,5s
6,x_leads_y,-5.881356386128655e-07,-1.1025140384717975,0.2702382587422353,0.08882328256300742,70115,17,10,70077,high,VFH,VGT,5s
7,x_leads_y,-9.92234049407743e-09,-0.019590171390199366,0.9843703044245933,0.08882328256300742,70115,17,10,70077,high,VFH,VGT,5s
8,x_leads_y,6.894534853315204e-08,0.09852764159899279,0.9215133239168729,0.08882328256300742,70115,17,10,70077,high,VFH,VGT,5s
9,x_leads_y,4.3824438416248724e-07,1.0793325717582265,0.2804394977655916,0.08882328256300742,70115,17,10,70077,high,VFH,VGT,5s
10,x_leads_y,3.924999286361356e-07,1.9114534793392517,0.05594632970345085,0.08882328256300742,70115,17,10,70077,high,VFH,VGT,5s
-10,y_leads_x,6.12587837079431e-08,0.1455474471200849,0.8842786571658194,0.08660715536922015,67167,17,10,67129,high,VFH,VDC,5s
-9,y_leads_x,-2.3694528978588373e-07,-1.0519065761764057,0.2928424144817918,0.08660715536922015,67167,17,10,67129,high,VFH,VDC,5s
-8,y_leads_x,-1.3583284934157965e-07,-0.30494883446813953,0.7604051214596041,0.08660715536922015,67167,17,10,67129,high,VFH,VDC,5s
-7,y_leads_x,-5.667516105833501e-07,-1.251674187772723,0.21068860937684997,0.08660715536922015,67167,17,10,67129,high,VFH,VDC,5s
-6,y_leads_x,2.6044691163596096e-08,0.06928271236803937,0.9447645862002972,0.08660715536922015,67167,17,10,67129,high,VFH,VDC,5s
-5,y_leads_x,1.2870600717082618e-07,0.3760627982810298,0.7068702103827487,0.08660715536922015,67167,17,10,67129,high,VFH,VDC,5s
-4,y_leads_x,1.3364410791070629e-07,0.41173994192159136,0.6805300457605306,0.08660715536922015,67167,17,10,67129,high,VFH,VDC,5s
-3,y_leads_x,-4.5515970377342974e-07,-1.4234191141768355,0.15461469472433512,0.08660715536922015,67167,17,10,67129,high,VFH,VDC,5s
-2,y_leads_x,-7.861989083954809e-07,-1.4861711327552114,0.13723386102316257,0.08660715536922015,67167,17,10,67129,high,VFH,VDC,5s
-1,y_leads_x,1.5737468167882983e-06,5.07329790496436,3.9097967826630924e-07,0.08660715536922015,67167,17,10,67129,high,VFH,VDC,5s
0,contemporaneous,1.2970100879684515e-05,16.94372907587296,2.1411132329806103e-64,0.08660715536922015,67167,17,10,67129,high,VFH,VDC,5s
1,x_leads_y,8.896561705188089e-06,12.238662340928684,1.931903062044628e-34,0.08660715536922015,67167,17,10,67129,high,VFH,VDC,5s
2,x_leads_y,3.672380690034302e-06,7.143255394674632,9.114604728006072e-13,0.08660715536922015,67167,17,10,67129,high,VFH,VDC,5s
3,x_leads_y,1.7009779099206678e-06,4.963597580019248,6.919924894027253e-07,0.08660715536922015,67167,17,10,67129,high,VFH,VDC,5s
4,x_leads_y,1.0009687107914606e-06,2.477148535087688,0.013243677350052564,0.08660715536922015,67167,17,10,67129,high,VFH,VDC,5s
5,x_leads_y,1.178845282814591e-06,3.2242170135766455,0.001263176343019406,0.08660715536922015,67167,17,10,67129,high,VFH,VDC,5s
6,x_leads_y,-4.95454577482319e-10,-0.0016454610494205583,0.9986871126257145,0.08660715536922015,67167,17,10,67129,high,VFH,VDC,5s
7,x_leads_y,5.944810793037758e-08,0.16574799533648374,0.8683552735950361,0.08660715536922015,67167,17,10,67129,high,VFH,VDC,5s
8,x_leads_y,2.7854338682066296e-07,0.8669604182431946,0.3859636974894649,0.08660715536922015,67167,17,10,67129,high,VFH,VDC,5s
9,x_leads_y,6.911972871065768e-07,1.7475098876289434,0.08054893128992267,0.08660715536922015,67167,17,10,67129,high,VFH,VDC,5s
10,x_leads_y,2.508936051858349e-07,2.233476597242299,0.025517531935083083,0.08660715536922015,67167,17,10,67129,high,VFH,VDC,5s
-10,y_leads_x,1.8192166442313407e-08,0.03746534141158986,0.9701139742816546,0.1941430157042484,64948,17,10,64910,high,VFH,VAW,5s
-9,y_leads_x,2.266615724300072e-07,0.6530886407074952,0.5136991349734987,0.1941430157042484,64948,17,10,64910,high,VFH,VAW,5s
-8,y_leads_x,-2.2883411549452924e-08,-0.054637021903299894,0.9564276435828138,0.1941430157042484,64948,17,10,64910,high,VFH,VAW,5s
-7,y_leads_x,9.032362946193766e-08,0.23882960310250934,0.8112377144090913,0.1941430157042484,64948,17,10,64910,high,VFH,VAW,5s
-6,y_leads_x,-8.730220238459154e-08,-0.22996596516431525,0.8181182168326173,0.1941430157042484,64948,17,10,64910,high,VFH,VAW,5s
-5,y_leads_x,-1.1432539420983707e-07,-0.2139377959519436,0.8305955655996298,0.1941430157042484,64948,17,10,64910,high,VFH,VAW,5s
-4,y_leads_x,2.9464605161013475e-08,0.07282763557810648,0.941943279332789,0.1941430157042484,64948,17,10,64910,high,VFH,VAW,5s
-3,y_leads_x,-4.973197117352184e-07,-1.6805354054863832,0.09285319164680776,0.1941430157042484,64948,17,10,64910,high,VFH,VAW,5s
-2,y_leads_x,-2.646647542845148e-07,-0.5388866460091004,0.5899650721227021,0.1941430157042484,64948,17,10,64910,high,VFH,VAW,5s
-1,y_leads_x,3.7700661259182163e-06,6.088022222134728,1.1431400797478892e-09,0.1941430157042484,64948,17,10,64910,high,VFH,VAW,5s
0,contemporaneous,1.93885491802624e-05,23.74017547751883,1.3879932900372917e-124,0.1941430157042484,64948,17,10,64910,high,VFH,VAW,5s
1,x_leads_y,1.5488987810972777e-05,24.309718213868038,1.547297197425502e-130,0.1941430157042484,64948,17,10,64910,high,VFH,VAW,5s
2,x_leads_y,8.359322100423942e-06,14.4357959491832,3.080686089498587e-47,0.1941430157042484,64948,17,10,64910,high,VFH,VAW,5s
3,x_leads_y,4.103085333716403e-06,9.315052090089843,1.2189271340620575e-20,0.1941430157042484,64948,17,10,64910,high,VFH,VAW,5s
4,x_leads_y,2.6626178056552687e-06,4.983757794430506,6.236113283524556e-07,0.1941430157042484,64948,17,10,64910,high,VFH,VAW,5s
5,x_leads_y,2.324156227736276e-06,7.417874162587868,1.1901509384786654e-13,0.1941430157042484,64948,17,10,64910,high,VFH,VAW,5s
6,x_leads_y,1.1337418858031364e-06,2.1259273205709928,0.03350931164049091,0.1941430157042484,64948,17,10,64910,high,VFH,VAW,5s
7,x_leads_y,7.892897314019281e-07,2.4925173694478717,0.01268411264684573,0.1941430157042484,64948,17,10,64910,high,VFH,VAW,5s
8,x_leads_y,3.900378008585185e-07,1.0290243649377535,0.3034682256543716,0.1941430157042484,64948,17,10,64910,high,VFH,VAW,5s
9,x_leads_y,4.961136450270257e-07,1.0685142034256547,0.28528862692830914,0.1941430157042484,64948,17,10,64910,high,VFH,VAW,5s
10,x_leads_y,2.271071921418579e-07,3.337212378621896,0.0008462325791651742,0.1941430157042484,64948,17,10,64910,high,VFH,VAW,5s
-10,y_leads_x,5.329306645470134e-07,1.0878714107745286,0.2766518787606175,0.12131496795242369,62956,17,10,62918,high,VIS,VCR,5s
-9,y_leads_x,7.246419740021065e-07,1.293978781586833,0.19567275006179763,0.12131496795242369,62956,17,10,62918,high,VIS,VCR,5s
-8,y_leads_x,-6.594300635475872e-07,-2.240423748010874,0.02506342597874703,0.12131496795242369,62956,17,10,62918,high,VIS,VCR,5s
-7,y_leads_x,1.0301642743568246e-06,1.5216807606398366,0.12808909062210058,0.12131496795242369,62956,17,10,62918,high,VIS,VCR,5s
-6,y_leads_x,4.1772306070938887e-07,0.983519467895736,0.325351838635233,0.12131496795242369,62956,17,10,62918,high,VIS,VCR,5s
-5,y_leads_x,1.090761997550335e-06,1.926314825951781,0.05406507530314426,0.12131496795242369,62956,17,10,62918,high,VIS,VCR,5s
-4,y_leads_x,1.7328850803458576e-06,2.7188248381090063,0.006551429152847484,0.12131496795242369,62956,17,10,62918,high,VIS,VCR,5s
-3,y_leads_x,1.1821228436968418e-06,2.327916345555378,0.01991654612881989,0.12131496795242369,62956,17,10,62918,high,VIS,VCR,5s
-2,y_leads_x,2.5808847280151816e-06,4.0946331349694285,4.228373862828435e-05,0.12131496795242369,62956,17,10,62918,high,VIS,VCR,5s
-1,y_leads_x,1.1700827502210289e-05,9.384631609693418,6.3136762110154326e-21,0.12131496795242369,62956,17,10,62918,high,VIS,VCR,5s
0,contemporaneous,2.3859470424287025e-05,8.813785587173685,1.2098935388926161e-18,0.12131496795242369,62956,17,10,62918,high,VIS,VCR,5s
1,x_leads_y,1.092872340490497e-05,8.644752746067745,5.392193201874596e-18,0.12131496795242369,62956,17,10,62918,high,VIS,VCR,5s
2,x_leads_y,1.0413140437215345e-06,1.6113745276163378,0.1070981156940408,0.12131496795242369,62956,17,10,62918,high,VIS,VCR,5s
3,x_leads_y,-2.228024906002077e-09,-0.005655456479388998,0.9954876226449367,0.12131496795242369,62956,17,10,62918,high,VIS,VCR,5s
4,x_leads_y,7.734804101219308e-07,1.3323403050852056,0.1827483884091754,0.12131496795242369,62956,17,10,62918,high,VIS,VCR,5s
5,x_leads_y,-6.649953909515377e-07,-1.152992685940489,0.24891338658627127,0.12131496795242369,62956,17,10,62918,high,VIS,VCR,5s
6,x_leads_y,5.434133832062556e-07,0.8584014412243469,0.3906708320494874,0.12131496795242369,62956,17,10,62918,high,VIS,VCR,5s
7,x_leads_y,-5.254614480354114e-09,-0.015194576536072887,0.987876948460961,0.12131496795242369,62956,17,10,62918,high,VIS,VCR,5s
8,x_leads_y,-5.435203928095723e-07,-0.7806777559889867,0.4349920466385231,0.12131496795242369,62956,17,10,62918,high,VIS,VCR,5s
9,x_leads_y,-2.2192801352623652e-07,-0.22960602218499232,0.8183979268652796,0.12131496795242369,62956,17,10,62918,high,VIS,VCR,5s
10,x_leads_y,-2.068537064902633e-07,-1.1771040810665168,0.23915396641243591,0.12131496795242369,62956,17,10,62918,high,VIS,VCR,5s
-10,y_leads_x,1.4732340541822974e-06,2.4307169032201226,0.015068983467367599,0.07769904424049345,63424,17,10,63386,high,VIS,VDE,5s
-9,y_leads_x,-1.9978292459857852e-07,-0.2442219617856429,0.8070589189077988,0.07769904424049345,63424,17,10,63386,high,VIS,VDE,5s
-8,y_leads_x,1.663611526270873e-06,3.2438645172454246,0.0011791982040071736,0.07769904424049345,63424,17,10,63386,high,VIS,VDE,5s
-7,y_leads_x,3.6598894437773926e-07,0.39361056506208525,0.6938685798595143,0.07769904424049345,63424,17,10,63386,high,VIS,VDE,5s
-6,y_leads_x,3.441898833150728e-07,0.625382856684578,0.5317198109237777,0.07769904424049345,63424,17,10,63386,high,VIS,VDE,5s
-5,y_leads_x,1.7110712042302862e-07,0.31446922723247916,0.753164684950845,0.07769904424049345,63424,17,10,63386,high,VIS,VDE,5s
-4,y_leads_x,1.2994241128002916e-06,1.647526283143323,0.09944991844034076,0.07769904424049345,63424,17,10,63386,high,VIS,VDE,5s
-3,y_leads_x,1.0905482869445159e-06,1.7584389266402045,0.07867285464736054,0.07769904424049345,63424,17,10,63386,high,VIS,VDE,5s
-2,y_leads_x,2.85360893856979e-06,2.9406289619669996,0.0032754662271270037,0.07769904424049345,63424,17,10,63386,high,VIS,VDE,5s
-1,y_leads_x,1.376863764031503e-05,12.604866841588509,1.9850757789522984e-36,0.07769904424049345,63424,17,10,63386,high,VIS,VDE,5s
0,contemporaneous,2.5627211553130964e-05,17.19509955445533,2.8896113329243205e-66,0.07769904424049345,63424,17,10,63386,high,VIS,VDE,5s
1,x_leads_y,1.1797830343209052e-06,1.3136264080980262,0.18897195728574812,0.07769904424049345,63424,17,10,63386,high,VIS,VDE,5s
2,x_leads_y,-3.60483966299756e-06,-4.568412195628612,4.914328582756664e-06,0.07769904424049345,63424,17,10,63386,high,VIS,VDE,5s
3,x_leads_y,-3.2767003375026016e-06,-4.229417445986747,2.3429723508195546e-05,0.07769904424049345,63424,17,10,63386,high,VIS,VDE,5s
4,x_leads_y,-9.022693432910364e-07,-2.062335505550501,0.03917580491320091,0.07769904424049345,63424,17,10,63386,high,VIS,VDE,5s
5,x_leads_y,7.676073172174492e-07,1.038739068401486,0.298926106055459,0.07769904424049345,63424,17,10,63386,high,VIS,VDE,5s
6,x_leads_y,-4.226330782235423e-07,-0.6165757678118815,0.5375145819258369,0.07769904424049345,63424,17,10,63386,high,VIS,VDE,5s
7,x_leads_y,-7.50351794972525e-07,-1.0083297748386408,0.31329617353825223,0.07769904424049345,63424,17,10,63386,high,VIS,VDE,5s
8,x_leads_y,-4.1866633653058956e-07,-0.5488501723625044,0.5831082754746453,0.07769904424049345,63424,17,10,63386,high,VIS,VDE,5s
9,x_leads_y,-9.17733147932738e-07,-1.4067972470580625,0.1594875191419951,0.07769904424049345,63424,17,10,63386,high,VIS,VDE,5s
10,x_leads_y,-7.227276309673432e-07,-1.645457908871893,0.09987541592768123,0.07769904424049345,63424,17,10,63386,high,VIS,VDE,5s
-10,y_leads_x,-2.6106004392341693e-07,-0.5533615373385953,0.5800158708360954,0.09341279370728683,63454,17,10,63416,high,VIS,VOX,5s
-9,y_leads_x,-6.705006163057159e-08,-0.1120331019671607,0.9107971602064252,0.09341279370728683,63454,17,10,63416,high,VIS,VOX,5s
-8,y_leads_x,5.889406775421664e-07,1.522221054567818,0.1279537012745661,0.09341279370728683,63454,17,10,63416,high,VIS,VOX,5s
-7,y_leads_x,2.4752719222402224e-07,0.36826383865376144,0.7126765133147674,0.09341279370728683,63454,17,10,63416,high,VIS,VOX,5s
-6,y_leads_x,3.8841543587358986e-07,0.9896145979269858,0.3223625320547535,0.09341279370728683,63454,17,10,63416,high,VIS,VOX,5s
-5,y_leads_x,1.2192836645267452e-06,2.6470387887095175,0.008120003855555747,0.09341279370728683,63454,17,10,63416,high,VIS,VOX,5s
-4,y_leads_x,6.864253411019553e-07,1.422067940023104,0.15500652876725218,0.09341279370728683,63454,17,10,63416,high,VIS,VOX,5s
-3,y_leads_x,9.02071448700742e-07,2.2183621616385625,0.02653014890120845,0.09341279370728683,63454,17,10,63416,high,VIS,VOX,5s
-2,y_leads_x,1.8204093313734255e-06,3.3039304557220612,0.0009533947955106777,0.09341279370728683,63454,17,10,63416,high,VIS,VOX,5s
-1,y_leads_x,1.0769784999300636e-05,8.436547016338304,3.2685023140524983e-17,0.09341279370728683,63454,17,10,63416,high,VIS,VOX,5s
0,contemporaneous,2.073674728130328e-05,8.393924805170462,4.7017691515664934e-17,0.09341279370728683,63454,17,10,63416,high,VIS,VOX,5s
1,x_leads_y,4.292893090994922e-06,4.571532340310097,4.8417054590644086e-06,0.09341279370728683,63454,17,10,63416,high,VIS,VOX,5s
2,x_leads_y,-1.261923688645597e-06,-1.8436163242544572,0.06523907528427886,0.09341279370728683,63454,17,10,63416,high,VIS,VOX,5s
3,x_leads_y,-7.075874073139453e-07,-1.790457998542841,0.07338031362687211,0.09341279370728683,63454,17,10,63416,high,VIS,VOX,5s
4,x_leads_y,-4.858356040847044e-07,-0.7911384826356586,0.42886318491417785,0.09341279370728683,63454,17,10,63416,high,VIS,VOX,5s
