Date,BTC-USD,COIN,CXW,DJT,FXI,GEO,HOOD,ICLN,MSTR,RGR,TAN,XLF
2024-08-14,58737.26953125,195.9600067138672,12.890000343322754,23.969999313354492,24.154054641723633,13.079999923706055,18.649999618530273,13.634748458862305,130.3699951171875,39.95516586303711,39.87287521362305,41.764217376708984
2024-08-15,57560.09765625,197.1199951171875,12.779999732971191,23.56999969482422,24.650110244750977,13.109999656677246,19.549999237060547,13.76081371307373,131.92999267578125,40.70663833618164,40.90776062011719,42.152278900146484
2024-08-16,58894.10546875,205.30999755859375,12.720000267028809,23.059999465942383,25.146163940429688,13.020000457763672,19.979999542236328,13.74142074584961,133.0399932861328,40.853031158447266,40.49977493286133,42.46271896362305
2024-08-17,59478.97265625,,,,,,,,,,,
2024-08-18,58483.96484375,,,,,,,,,,,
2024-08-19,59493.453125,204.4600067138672,12.869999885559082,22.239999771118164,25.375112533569336,13.220000267028809,20.280000686645508,13.935370445251465,135.35000610351562,41.12629699707031,41.395347595214844,42.6955451965332
2024-08-20,59012.79296875,197.25,13.050000190734863,21.415000915527344,24.80274200439453,13.420000076293945,19.829999923706055,13.7802095413208,133.69000244140625,40.77494812011719,40.539581298828125,42.55973434448242
2024-08-21,61175.19140625,206.22999572753906,13.420000076293945,24.200000762939453,25.06031036376953,13.729999542236328,20.18000030517578,13.838397026062012,141.4199981689453,41.31172561645508,40.92766189575195,42.491817474365234
2024-08-22,60381.9140625,198.42999267578125,13.449999809265137,22.700000762939453,24.869516372680664,13.699999809265137,19.889999389648438,13.62505054473877,133.80999755859375,40.69688415527344,39.88282775878906,42.73435592651367
2024-08-23,64094.35546875,211.39999389648438,13.819999694824219,22.809999465942383,25.260637283325195,14.220000267028809,21.1200008392334,14.012951850891113,150.00999450683594,40.97990417480469,41.96254348754883,43.10300827026367
2024-08-24,64178.9921875,,,,,,,,,,,
2024-08-25,64333.54296875,,,,,,,,,,,
2024-08-26,62880.66015625,204.0,13.579999923706055,21.719999313354492,25.06031036376953,13.649999618530273,20.959999084472656,13.974162101745605,146.89999389648438,41.36051940917969,41.474952697753906,43.23882293701172
2024-08-27,59504.1328125,198.3000030517578,13.59000015258789,20.989999771118164,25.33695411682129,13.300000190734863,21.360000610351562,13.915976524353027,140.00999450683594,41.243408203125,41.32569122314453,43.46195602416992
2024-08-28,59027.625,190.1999969482422,13.789999961853027,20.100000381469727,24.936294555664062,13.5600004196167,20.31999969482422,13.838397026062012,132.08999633789062,40.755435943603516,40.718692779541016,43.56866455078125
2024-08-29,59388.1796875,188.27999877929688,13.630000114440918,19.84000015258789,25.117544174194336,13.550000190734863,20.170000076293945,13.751118659973145,132.55999755859375,41.05797576904297,40.57938003540039,43.956729888916016
2024-08-30,59119.4765625,183.36000061035156,13.779999732971191,19.5,25.241558074951172,13.869999885559082,20.1200008392334,13.857791900634766,132.4199981689453,41.106773376464844,41.07691955566406,44.37388229370117
2024-08-31,58969.8984375,,,,,,,,,,,
2024-09-01,57325.48828125,,,,,,,,,,,
2024-09-02,59112.48046875,,,,,,,,,,,
2024-09-03,57431.0234375,169.1300048828125,13.239999771118164,18.079999923706055,24.80274200439453,13.210000038146973,19.3700008392334,13.489283561706543,122.31999969482422,40.54072952270508,39.62410354614258,44.044036865234375
2024-09-04,57971.5390625,163.22000122070312,13.119999885559082,16.979999542236328,24.783660888671875,13.069999694824219,19.110000610351562,13.663840293884277,124.8499984741211,40.423614501953125,40.08184051513672,44.0925407409668
2024-09-05,56160.48828125,159.6999969482422,13.199999809265137,17.399999618530273,24.659650802612305,13.229999542236328,19.670000076293945,13.751118659973145,119.56999969482422,40.24794387817383,39.793270111083984,43.60747528076172
2024-09-06,53948.75390625,147.35000610351562,13.0600004196167,17.100000381469727,24.32576560974121,13.130000114440918,18.940000534057617,13.469889640808105,114.30000305175781,40.04299545288086,38.77828598022461,42.967193603515625
2024-09-07,54139.6875,,,,,,,,,,,
2024-09-08,54841.56640625,,,,,,,,,,,
2024-09-09,57019.53515625,155.0500030517578,13.210000038146973,18.040000915527344,24.344844818115234,13.449999809265137,19.65999984741211,13.450493812561035,124.81999969482422,39.545265197753906,37.98221969604492,43.60747528076172
2024-09-10,57648.7109375,158.4600067138672,13.149999618530273,18.6299991607666,24.287607192993164,13.470000267028809,19.700000762939453,13.460192680358887,129.63999938964844,39.87709045410156,37.91256332397461,43.16121292114258
2024-09-11,57343.171875,157.14999389648438,12.800000190734863,16.68000030517578,24.535634994506836,12.550000190734863,20.639999389648438,13.935370445251465,129.27999877929688,39.6818962097168,40.290809631347656,42.95748519897461
2024-09-12,58127.01171875,162.88999938964844,12.800000190734863,16.075000762939453,24.526094436645508,12.609999656677246,21.639999389648438,13.838397026062012,130.77000427246094,39.984439849853516,39.843021392822266,43.05450439453125
2024-09-13,60571.30078125,163.0500030517578,13.15999984741211,17.969999313354492,24.669189453125,12.960000038146973,22.06999969482422,14.012951850891113,141.47000122070312,40.50168991088867,40.380367279052734,43.18061447143555
2024-09-14,60005.12109375,,,,,,,,,,,
2024-09-15,59182.8359375,,,,,,,,,,,
2024-09-16,58192.5078125,161.5,13.34000015258789,17.280000686645508,24.812280654907227,13.119999885559082,22.209999084472656,14.109926223754883,134.52999877929688,40.61880111694336,40.37041473388672,43.743289947509766
2024-09-17,60308.5390625,162.4499969482422,13.359999656677246,16.139999389648438,25.127086639404297,12.84000015258789,22.639999389648438,14.21660041809082,131.27000427246094,40.423614501953125,41.25603485107422,43.97612762451172
2024-09-18,61649.6796875,162.63999938964844,12.880000114440918,15.619999885559082,24.983991622924805,12.510000228881836,22.950000762939453,14.168111801147461,132.6699981689453,40.462650299072266,41.24608612060547,43.84030532836914
2024-09-19,62940.45703125,168.24000549316406,12.729999542236328,14.699999809265137,25.880704879760742,12.489999771118164,22.809999465942383,14.090531349182129,144.66000366210938,41.34100341796875,40.9376106262207,44.325374603271484
