k_lag,direction,coef,t_stat,p_value,r_squared,n_obs,n_days,n_members_used,n_params,n_active,n_ylags,group,etf,mode,K_chosen,n_active_events,n_members,p_fdr
-2,etf_leads_kalshi,5.661264859116366e-05,1.13826799998905,0.255008591793521,0.516446603169473,65,2,4,23,44,2,ELECTION_trump_fav,VDC,event,8,289,6,0.7044248087300079
-1,etf_leads_kalshi,0.00022706334134193007,1.933061092404405,0.053228672335892055,0.516446603169473,65,2,4,23,44,2,ELECTION_trump_fav,VDC,event,8,289,6,0.29734366044219923
0,contemp,1.4171222334545272e-05,0.14224239449761827,0.8868885462469387,0.516446603169473,65,2,4,23,44,2,ELECTION_trump_fav,VDC,event,8,289,6,0.9423190803873723
1,kalshi_leads_etf,0.0002507310354338927,0.8805764676190747,0.37854710015017146,0.516446603169473,65,2,4,23,44,2,ELECTION_trump_fav,VDC,event,8,289,6,0.7150334113947683
2,kalshi_leads_etf,0.00040470430866501936,1.3319405499806587,0.18287972477549408,0.516446603169473,65,2,4,23,44,2,ELECTION_trump_fav,VDC,event,8,289,6,0.6217910642366798
3,kalshi_leads_etf,-5.0018935156818676e-05,-1.0353831776403357,0.30048999875619675,0.516446603169473,65,2,4,23,44,2,ELECTION_trump_fav,VDC,event,8,289,6,0.7044248087300079
4,kalshi_leads_etf,0.0002315457238591986,0.9711089495652576,0.3314940276376508,0.516446603169473,65,2,4,23,44,2,ELECTION_trump_fav,VDC,event,8,289,6,0.7044248087300079
5,kalshi_leads_etf,-4.271733492814372e-06,-0.032594483026618784,0.9739979694014981,0.516446603169473,65,2,4,23,44,2,ELECTION_trump_fav,VDC,event,8,289,6,0.9739979694014981
6,kalshi_leads_etf,0.00024719111741902227,1.812148758131374,0.06996321422169394,0.516446603169473,65,2,4,23,44,2,ELECTION_trump_fav,VDC,event,8,289,6,0.29734366044219923
7,kalshi_leads_etf,3.2976906712554204e-05,0.6307921505693346,0.5281764364404085,0.516446603169473,65,2,4,23,44,2,ELECTION_trump_fav,VDC,event,8,289,6,0.7714183271838433
8,kalshi_leads_etf,4.2751622514666244e-05,0.6059761603076427,0.5445305838944776,0.516446603169473,65,2,4,23,44,2,ELECTION_trump_fav,VDC,event,8,289,6,0.7714183271838433
-8,etf_leads_kalshi,-6.671318061147644e-05,-0.404379416795407,0.685933733816375,0.38482476459371495,65,2,4,21,44,0,ELECTION_trump_fav,VDE,event,8,289,6,0.7326180230815772
-7,etf_leads_kalshi,4.165730954529622e-05,2.6683851177392097,0.007621683870497818,0.38482476459371495,65,2,4,21,44,0,ELECTION_trump_fav,VDE,event,8,289,6,0.0185098036854947
-6,etf_leads_kalshi,7.312427364312682e-05,1.032811972947287,0.3016918995640012,0.38482476459371495,65,2,4,21,44,0,ELECTION_trump_fav,VDE,event,8,289,6,0.3945201763529247
-5,etf_leads_kalshi,8.489436427210291e-05,1.096302040446036,0.2729466167546305,0.38482476459371495,65,2,4,21,44,0,ELECTION_trump_fav,VDE,event,8,289,6,0.3866743737357265
-4,etf_leads_kalshi,-0.00013278090716875156,-7.027782874214886,2.098410918933973e-12,0.38482476459371495,65,2,4,21,44,0,ELECTION_trump_fav,VDE,event,8,289,6,3.567298562187754e-11
-3,etf_leads_kalshi,-0.00029241048626121863,-3.773624224074889,0.00016089304814175909,0.38482476459371495,65,2,4,21,44,0,ELECTION_trump_fav,VDE,event,8,289,6,0.0006837954546024762
-2,etf_leads_kalshi,-0.00022499047594035115,-3.0054999035137953,0.002651446801997262,0.38482476459371495,65,2,4,21,44,0,ELECTION_trump_fav,VDE,event,8,289,6,0.007512432605658909
-1,etf_leads_kalshi,-7.081251072526716e-05,-0.5365236283820598,0.5915967103091122,0.38482476459371495,65,2,4,21,44,0,ELECTION_trump_fav,VDE,event,8,289,6,0.7183674339467792
0,contemp,-0.00024727733226808876,-4.937416942652555,7.916410384515792e-07,0.38482476459371495,65,2,4,21,44,0,ELECTION_trump_fav,VDE,event,8,289,6,6.728948826838423e-06
1,kalshi_leads_etf,-0.0002930156749555562,-1.5928734987682256,0.11118857252980072,0.38482476459371495,65,2,4,21,44,0,ELECTION_trump_fav,VDE,event,8,289,6,0.17183688481878293
2,kalshi_leads_etf,-0.0003266889817387501,-2.587123982920325,0.009678076169765676,0.38482476459371495,65,2,4,21,44,0,ELECTION_trump_fav,VDE,event,8,289,6,0.020565911860752063
3,kalshi_leads_etf,-0.00017941237509400083,-0.3995026856456221,0.6895228452532491,0.38482476459371495,65,2,4,21,44,0,ELECTION_trump_fav,VDE,event,8,289,6,0.7326180230815772
4,kalshi_leads_etf,-0.00010847861343947175,-2.2717107359380218,0.02310398732205415,0.38482476459371495,65,2,4,21,44,0,ELECTION_trump_fav,VDE,event,8,289,6,0.043640864941657836
5,kalshi_leads_etf,-3.489627447470727e-05,-0.08155292357852435,0.9350022380729415,0.38482476459371495,65,2,4,21,44,0,ELECTION_trump_fav,VDE,event,8,289,6,0.9350022380729415
6,kalshi_leads_etf,-0.00032685775389944326,-1.639181181636629,0.10117553179969044,0.38482476459371495,65,2,4,21,44,0,ELECTION_trump_fav,VDE,event,8,289,6,0.17183688481878293
7,kalshi_leads_etf,-0.0004375587507530024,-4.492523199591155,7.03842481977299e-06,0.38482476459371495,65,2,4,21,44,0,ELECTION_trump_fav,VDE,event,8,289,6,3.9884407312046944e-05
8,kalshi_leads_etf,-0.000294732995287047,-3.436583281256644,0.0005891012120478119,0.38482476459371495,65,2,4,21,44,0,ELECTION_trump_fav,VDE,event,8,289,6,0.0020029441209625603
-8,etf_leads_kalshi,2.7169049827697588e-05,1.741202576481976,0.0816480758024443,0.5828256918706682,65,2,4,21,44,0,ELECTION_trump_fav,VFH,event,8,289,6,0.13880172886415532
-7,etf_leads_kalshi,0.0001848233318389752,2.761290776696372,0.0057573391961101865,0.5828256918706682,65,2,4,21,44,0,ELECTION_trump_fav,VFH,event,8,289,6,0.013982109476267596
-6,etf_leads_kalshi,0.00022455143439304811,4.404970078598913,1.0579848012664946e-05,0.5828256918706682,65,2,4,21,44,0,ELECTION_trump_fav,VFH,event,8,289,6,2.9976236035884013e-05
-5,etf_leads_kalshi,0.00011655824511282269,10.007693418762626,1.4100159184479695e-23,0.5828256918706682,65,2,4,21,44,0,ELECTION_trump_fav,VFH,event,8,289,6,7.990090204538494e-23
-4,etf_leads_kalshi,2.6108861525422293e-07,0.006989117743565556,0.994423536258446,0.5828256918706682,65,2,4,21,44,0,ELECTION_trump_fav,VFH,event,8,289,6,0.994423536258446
-3,etf_leads_kalshi,0.00010435436958612636,1.602963068872936,0.10894280792923443,0.5828256918706682,65,2,4,21,44,0,ELECTION_trump_fav,VFH,event,8,289,6,0.16836615770881683
-2,etf_leads_kalshi,0.00010789189586983802,0.8182063045987635,0.4132393957913705,0.5828256918706682,65,2,4,21,44,0,ELECTION_trump_fav,VFH,event,8,289,6,0.5017906948895213
-1,etf_leads_kalshi,8.749192632399889e-05,2.1209944432794914,0.0339222700450473,0.5828256918706682,65,2,4,21,44,0,ELECTION_trump_fav,VFH,event,8,289,6,0.06407539897397822
0,contemp,-9.285710655431356e-07,-0.2110206273303726,0.8328711754823996,0.5828256918706682,65,2,4,21,44,0,ELECTION_trump_fav,VFH,event,8,289,6,0.8849256239500496
1,kalshi_leads_etf,-0.00027562797388620825,-2.1672592096888454,0.030215094892959572,0.5828256918706682,65,2,4,21,44,0,ELECTION_trump_fav,VFH,event,8,289,6,0.06407539897397822
2,kalshi_leads_etf,-0.00010612004030004483,-0.9336596821227727,0.35047946858650125,0.5828256918706682,65,2,4,21,44,0,ELECTION_trump_fav,VFH,event,8,289,6,0.4583193050746555
3,kalshi_leads_etf,-0.00044174693352164467,-10.247720780008894,1.211669666679543e-24,0.5828256918706682,65,2,4,21,44,0,ELECTION_trump_fav,VFH,event,8,289,6,1.0299192166776116e-23
4,kalshi_leads_etf,-0.0002746770442845092,-1.490290427897445,0.13614788825563354,0.5828256918706682,65,2,4,21,44,0,ELECTION_trump_fav,VFH,event,8,289,6,0.19287617502881416
5,kalshi_leads_etf,-0.00023609978503661327,-721.4021634040648,0.0,0.5828256918706682,65,2,4,21,44,0,ELECTION_trump_fav,VFH,event,8,289,6,0.0
6,kalshi_leads_etf,-0.0003027618718715709,-6.0773849505118145,1.2215826498967975e-09,0.5828256918706682,65,2,4,21,44,0,ELECTION_trump_fav,VFH,event,8,289,6,4.153381009649111e-09
7,kalshi_leads_etf,-5.3119132375145395e-05,-0.5315390244299943,0.5950453060993782,0.5828256918706682,65,2,4,21,44,0,ELECTION_trump_fav,VFH,event,8,289,6,0.674384680245962
8,kalshi_leads_etf,-0.00018723418338444643,-6.957069358836323,3.4742394022386953e-12,0.5828256918706682,65,2,4,21,44,0,ELECTION_trump_fav,VFH,event,8,289,6,1.4765517459514454e-11
-8,etf_leads_kalshi,0.00019654656748858488,4.1070151962463415,4.008048696359415e-05,0.4921855877626957,65,2,4,21,44,0,ELECTION_trump_fav,VGT,event,8,289,6,0.00013627365567622012
-7,etf_leads_kalshi,5.6393099746242604e-05,0.9463156297617672,0.34398762375775793,0.4921855877626957,65,2,4,21,44,0,ELECTION_trump_fav,VGT,event,8,289,6,0.5847789603881884
-6,etf_leads_kalshi,6.395755377425529e-05,1.288288432281125,0.1976455783401877,0.4921855877626957,65,2,4,21,44,0,ELECTION_trump_fav,VGT,event,8,289,6,0.373330536864799
-5,etf_leads_kalshi,-5.255471876371153e-06,-0.09714494909882641,0.922611285422079,0.4921855877626957,65,2,4,21,44,0,ELECTION_trump_fav,VGT,event,8,289,6,0.980274490760959
-4,etf_leads_kalshi,1.5101140444131832e-05,0.20381884817169196,0.8384950632949596,0.4921855877626957,65,2,4,21,44,0,ELECTION_trump_fav,VGT,event,8,289,6,0.9502944050676209
-3,etf_leads_kalshi,-6.855369034079424e-07,-0.01624598870388831,0.9870381466156675,0.4921855877626957,65,2,4,21,44,0,ELECTION_trump_fav,VGT,event,8,289,6,0.9870381466156675
-2,etf_leads_kalshi,-9.754626869939564e-05,-1.5654139158874891,0.1174858875747382,0.4921855877626957,65,2,4,21,44,0,ELECTION_trump_fav,VGT,event,8,289,6,0.24965751109631867
-1,etf_leads_kalshi,-0.00015563429517785032,-22.327211790269924,2.0108820974290385e-110,0.4921855877626957,65,2,4,21,44,0,ELECTION_trump_fav,VGT,event,8,289,6,1.7092497828146829e-109
0,contemp,-0.0001883644423843028,-3.1358394613422025,0.0017136298046478316,0.4921855877626957,65,2,4,21,44,0,ELECTION_trump_fav,VGT,event,8,289,6,0.004855284446502189
1,kalshi_leads_etf,-0.0003198227654247932,-1.9916656657879632,0.04640775326106568,0.4921855877626957,65,2,4,21,44,0,ELECTION_trump_fav,VGT,event,8,289,6,0.11270454363401665
2,kalshi_leads_etf,-0.0001123067128173842,-8.463298865894673,2.5991849461420924e-17,0.4921855877626957,65,2,4,21,44,0,ELECTION_trump_fav,VGT,event,8,289,6,1.472871469480519e-16
3,kalshi_leads_etf,-0.000256684521251751,-7.2174755412970635,5.296151716425028e-13,0.4921855877626957,65,2,4,21,44,0,ELECTION_trump_fav,VGT,event,8,289,6,2.250864479480637e-12
4,kalshi_leads_etf,-0.0004051949032753053,-31.92283283223837,1.287569016588786e-223,0.4921855877626957,65,2,4,21,44,0,ELECTION_trump_fav,VGT,event,8,289,6,2.188867328200936e-222
5,kalshi_leads_etf,-1.6764992646073328e-05,-0.37858120408992096,0.7049988819691978,0.4921855877626957,65,2,4,21,44,0,ELECTION_trump_fav,VGT,event,8,289,6,0.8912258380506977
6,kalshi_leads_etf,-5.369328452672551e-05,-0.4647688641164306,0.6420969871254124,0.4921855877626957,65,2,4,21,44,0,ELECTION_trump_fav,VGT,event,8,289,6,0.8912258380506977
7,kalshi_leads_etf,0.00014834969192922188,0.8428372630030064,0.3993194646004006,0.4921855877626957,65,2,4,21,44,0,ELECTION_trump_fav,VGT,event,8,289,6,0.6171300816551645
8,kalshi_leads_etf,5.178849150750185e-05,0.3398749655548519,0.7339506901593981,0.4921855877626957,65,2,4,21,44,0,ELECTION_trump_fav,VGT,event,8,289,6,0.8912258380506977
-8,etf_leads_kalshi,2.193557800678662e-05,0.46495523223205715,0.6419635161397417,0.5099106049707294,65,2,4,21,44,0,ELECTION_trump_fav,VIS,event,8,289,6,0.7275586516250406
-7,etf_leads_kalshi,6.734953622712101e-06,0.30512598063238516,0.7602702044406999,0.5099106049707294,65,2,4,21,44,0,ELECTION_trump_fav,VIS,event,8,289,6,0.8077870922182436
-6,etf_leads_kalshi,-9.698200349327787e-06,-0.10845162683773635,0.9136374503006465,0.5099106049707294,65,2,4,21,44,0,ELECTION_trump_fav,VIS,event,8,289,6,0.9136374503006465
-5,etf_leads_kalshi,-1.9749183050270163e-05,-6.311359645866663,2.7659458026383645e-10,0.5099106049707294,65,2,4,21,44,0,ELECTION_trump_fav,VIS,event,8,289,6,1.5673692881617399e-09
-4,etf_leads_kalshi,-3.984082416536707e-05,-0.6235376998309557,0.5329312361394296,0.5099106049707294,65,2,4,21,44,0,ELECTION_trump_fav,VIS,event,8,289,6,0.7120576428676867
-3,etf_leads_kalshi,-2.2539225372032582e-05,-0.5644850361179381,0.5724240811419151,0.5099106049707294,65,2,4,21,44,0,ELECTION_trump_fav,VIS,event,8,289,6,0.7120576428676867
-2,etf_leads_kalshi,-3.699753630663679e-05,-0.5440596704044558,0.586400411773389,0.5099106049707294,65,2,4,21,44,0,ELECTION_trump_fav,VIS,event,8,289,6,0.7120576428676867
-1,etf_leads_kalshi,-0.00011874755361742914,-1.4852661199114832,0.1374733429389501,0.5099106049707294,65,2,4,21,44,0,ELECTION_trump_fav,VIS,event,8,289,6,0.2337046829962152
0,contemp,-0.00024729106623044356,-2.477251407186766,0.013239860462700342,0.5099106049707294,65,2,4,21,44,0,ELECTION_trump_fav,VIS,event,8,289,6,0.02500862531843398
1,kalshi_leads_etf,-0.00014334669209520984,-3.1366675354766103,0.0017087977654083356,0.5099106049707294,65,2,4,21,44,0,ELECTION_trump_fav,VIS,event,8,289,6,0.004149937430277387
2,kalshi_leads_etf,-0.00029114986519670604,-3.194329186251336,0.001401561997000279,0.5099106049707294,65,2,4,21,44,0,ELECTION_trump_fav,VIS,event,8,289,6,0.003971092324834123
3,kalshi_leads_etf,-0.0003775068048788758,-8.764870632898992,1.86991257973788e-18,0.5099106049707294,65,2,4,21,44,0,ELECTION_trump_fav,VIS,event,8,289,6,3.178851385554396e-17
4,kalshi_leads_etf,-0.0004668257641712789,-2.492194486426902,0.012695649882961306,0.5099106049707294,65,2,4,21,44,0,ELECTION_trump_fav,VIS,event,8,289,6,0.02500862531843398
