k,direction,coef,t_stat,p_value,r_squared,n_obs,n_days,ticker,bar_freq
-1,y_leads_x,-0.1445000234810224,-20.406158022243588,1.4742813446832477e-92,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
1,x_leads_y,-0.13504606181803092,-12.476532693734146,1.0025826536808998e-35,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
2,x_leads_y,-0.12933137481758766,-5.583887826769137,2.3520043887072733e-08,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
3,x_leads_y,-0.1174037941568135,-3.542252662407505,0.00039672527751320334,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
4,x_leads_y,-0.10571059093647957,-3.73588128140106,0.0001870589102238659,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
5,x_leads_y,-0.07681074846726892,-2.874584593507829,0.004045593796650978,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
6,x_leads_y,-0.056388399578105715,-1.9019640288231268,0.057175857400064554,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
7,x_leads_y,-0.037924636050251696,-1.561173796904137,0.11848274972732577,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
8,x_leads_y,-0.022832883725258237,-1.0132182251803181,0.31095593706994085,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
9,x_leads_y,-0.004055829695757377,-0.18852260489757067,0.8504669970569799,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
10,x_leads_y,-0.0008625149850641604,-0.06451160039338598,0.9485628705750766,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
-10,y_leads_x,-0.0035421100032589697,-2.1906319901982494,0.02847843423699214,0.7054301663524735,957,20,KXFEDDECISION-24DEC-C25,600s
-9,y_leads_x,-0.004211057183478781,-2.356670842175725,0.018439583482381505,0.7054301663524735,957,20,KXFEDDECISION-24DEC-C25,600s
-8,y_leads_x,-0.008116548380618066,-4.453711640103869,8.439843433203626e-06,0.7054301663524735,957,20,KXFEDDECISION-24DEC-C25,600s
-7,y_leads_x,-0.005425480101245216,-2.2528831207489426,0.02426651940581501,0.7054301663524735,957,20,KXFEDDECISION-24DEC-C25,600s
-6,y_leads_x,-0.007063593613714764,-2.1644904957385473,0.030426725238786725,0.7054301663524735,957,20,KXFEDDECISION-24DEC-C25,600s
-5,y_leads_x,-0.013880085077537895,-3.692220683934171,0.00022230443296436392,0.7054301663524735,957,20,KXFEDDECISION-24DEC-C25,600s
-4,y_leads_x,-0.01814744956714082,-4.1898825031024165,2.7909893685266767e-05,0.7054301663524735,957,20,KXFEDDECISION-24DEC-C25,600s
-3,y_leads_x,-0.023678413455180042,-5.181816579672085,2.1973524441456608e-07,0.7054301663524735,957,20,KXFEDDECISION-24DEC-C25,600s
-2,y_leads_x,-0.02858484331324105,-6.820052819617958,9.100704353963807e-12,0.7054301663524735,957,20,KXFEDDECISION-24DEC-C25,600s
-1,y_leads_x,-0.03472701261156244,-9.518493207718056,1.75708188320285e-21,0.7054301663524735,957,20,KXFEDDECISION-24DEC-C25,600s
1,x_leads_y,-0.03514993956967206,-9.581194626404262,9.592885153966846e-22,0.7054301663524735,957,20,KXFEDDECISION-24DEC-C25,600s
2,x_leads_y,-0.028498422243408907,-6.300735599697192,2.962363502363949e-10,0.7054301663524735,957,20,KXFEDDECISION-24DEC-C25,600s
3,x_leads_y,-0.022778065162611057,-4.861818117411344,1.163124718344093e-06,0.7054301663524735,957,20,KXFEDDECISION-24DEC-C25,600s
4,x_leads_y,-0.016940989002234282,-4.351674012691553,1.3510203308769206e-05,0.7054301663524735,957,20,KXFEDDECISION-24DEC-C25,600s
5,x_leads_y,-0.013793003973926498,-4.647040168538999,3.3673161516735138e-06,0.7054301663524735,957,20,KXFEDDECISION-24DEC-C25,600s
6,x_leads_y,-0.007207276373505724,-2.315664357079716,0.020576601956521966,0.7054301663524735,957,20,KXFEDDECISION-24DEC-C25,600s
7,x_leads_y,-0.005754529786193757,-1.8001692436970194,0.07183391866274944,0.7054301663524735,957,20,KXFEDDECISION-24DEC-C25,600s
8,x_leads_y,-0.009189619562761668,-3.389096150031157,0.000701234174273723,0.7054301663524735,957,20,KXFEDDECISION-24DEC-C25,600s
9,x_leads_y,-0.005312105420544982,-2.0584821066879644,0.03954387717787584,0.7054301663524735,957,20,KXFEDDECISION-24DEC-C25,600s
10,x_leads_y,-0.004378084695234364,-2.0970635829524125,0.03598794718050845,0.7054301663524735,957,20,KXFEDDECISION-24DEC-C25,600s
-10,y_leads_x,-0.0038256372565236276,-3.745256015504999,0.0001802099092194211,0.6970613834860204,1197,26,KXFEDDECISION-24DEC-C25,600s
-9,y_leads_x,-0.003851258627207707,-2.6126897853254913,0.008983280028255856,0.6970613834860204,1197,26,KXFEDDECISION-24DEC-C25,600s
-8,y_leads_x,-0.0058926852199973,-3.2975618143679375,0.0009752820456774596,0.6970613834860204,1197,26,KXFEDDECISION-24DEC-C25,600s
-7,y_leads_x,-0.003042585242013535,-1.6010810068234218,0.10935897835898521,0.6970613834860204,1197,26,KXFEDDECISION-24DEC-C25,600s
-6,y_leads_x,-0.003112054299058525,-1.1750431630960618,0.23997744777068153,0.6970613834860204,1197,26,KXFEDDECISION-24DEC-C25,600s
-5,y_leads_x,-0.009168007492538748,-2.7677256093994496,0.005644895968073976,0.6970613834860204,1197,26,KXFEDDECISION-24DEC-C25,600s
-4,y_leads_x,-0.011988682435295434,-3.045791177022046,0.0023206895134650733,0.6970613834860204,1197,26,KXFEDDECISION-24DEC-C25,600s
-3,y_leads_x,-0.016914950733214557,-4.207145387474868,2.5861677033856843e-05,0.6970613834860204,1197,26,KXFEDDECISION-24DEC-C25,600s
-2,y_leads_x,-0.02182564596229511,-6.475699076136401,9.437396741038643e-11,0.6970613834860204,1197,26,KXFEDDECISION-24DEC-C25,600s
-1,y_leads_x,-0.027762039760702698,-9.514847068809008,1.8198036614559673e-21,0.6970613834860204,1197,26,KXFEDDECISION-24DEC-C25,600s
1,x_leads_y,-0.027953049672800465,-10.1973086504033,2.038428900035211e-24,0.6970613834860204,1197,26,KXFEDDECISION-24DEC-C25,600s
2,x_leads_y,-0.021968105128411755,-6.0271056858199215,1.6692185835574197e-09,0.6970613834860204,1197,26,KXFEDDECISION-24DEC-C25,600s
3,x_leads_y,-0.016928899839952976,-4.575054328639998,4.7609642384320875e-06,0.6970613834860204,1197,26,KXFEDDECISION-24DEC-C25,600s
4,x_leads_y,-0.011834653283487942,-3.3955894366631343,0.0006848099655185445,0.6970613834860204,1197,26,KXFEDDECISION-24DEC-C25,600s
5,x_leads_y,-0.00901340436662516,-3.3234803203158565,0.00088901695260528,0.6970613834860204,1197,26,KXFEDDECISION-24DEC-C25,600s
6,x_leads_y,-0.0034308856522845873,-1.3504533601675421,0.17687060454841486,0.6970613834860204,1197,26,KXFEDDECISION-24DEC-C25,600s
7,x_leads_y,-0.0029635449361601436,-1.4865806139493372,0.13712561106118787,0.6970613834860204,1197,26,KXFEDDECISION-24DEC-C25,600s
8,x_leads_y,-0.005846366928812158,-4.573419063882503,4.798290810874593e-06,0.6970613834860204,1197,26,KXFEDDECISION-24DEC-C25,600s
9,x_leads_y,-0.0034818506326143527,-4.317640903609062,1.577057316749865e-05,0.6970613834860204,1197,26,KXFEDDECISION-24DEC-C25,600s
10,x_leads_y,-0.003198443489158689,-2.2237179466612633,0.02616742699019643,0.6970613834860204,1197,26,KXFEDDECISION-24DEC-C25,600s
-10,y_leads_x,-0.0005161089850920584,-0.3799513345024357,0.7039815402621119,0.5565026872701699,680,23,KXFEDDECISION-24DEC-H0,600s
-9,y_leads_x,-0.003874580826030936,-2.0100384978440013,0.04442711446415883,0.5565026872701699,680,23,KXFEDDECISION-24DEC-H0,600s
-8,y_leads_x,-0.002457375396505506,-0.8715781283721028,0.3834385667620791,0.5565026872701699,680,23,KXFEDDECISION-24DEC-H0,600s
-7,y_leads_x,-0.005163604848482576,-3.0928859980334975,0.001982202655350145,0.5565026872701699,680,23,KXFEDDECISION-24DEC-H0,600s
-6,y_leads_x,-0.003616853482938729,-1.7579649302177498,0.07875347663650464,0.5565026872701699,680,23,KXFEDDECISION-24DEC-H0,600s
-5,y_leads_x,-0.0063397664392791184,-2.645756642655547,0.008150843134917547,0.5565026872701699,680,23,KXFEDDECISION-24DEC-H0,600s
-4,y_leads_x,-0.009047689586952243,-2.653767021665533,0.007959876406132728,0.5565026872701699,680,23,KXFEDDECISION-24DEC-H0,600s
-3,y_leads_x,-0.009547659814842329,-2.407680409070821,0.01605422794390136,0.5565026872701699,680,23,KXFEDDECISION-24DEC-H0,600s
-2,y_leads_x,-0.014694463221930376,-3.612416542562916,0.00030335675510218674,0.5565026872701699,680,23,KXFEDDECISION-24DEC-H0,600s
-1,y_leads_x,-0.020819567076587248,-5.362233226673828,8.219931265746445e-08,0.5565026872701699,680,23,KXFEDDECISION-24DEC-H0,600s
1,x_leads_y,-0.020990322351666087,-5.290210152503705,1.2217589655658735e-07,0.5565026872701699,680,23,KXFEDDECISION-24DEC-H0,600s
2,x_leads_y,-0.015053058101653152,-3.710910231456723,0.0002065153338965956,0.5565026872701699,680,23,KXFEDDECISION-24DEC-H0,600s
3,x_leads_y,-0.009919545224786322,-2.654605813277082,0.00794011327073604,0.5565026872701699,680,23,KXFEDDECISION-24DEC-H0,600s
4,x_leads_y,-0.009224971685535729,-3.085079977291562,0.0020349742459990893,0.5565026872701699,680,23,KXFEDDECISION-24DEC-H0,600s
5,x_leads_y,-0.006378818569138468,-3.010005260815629,0.0026124316480178565,0.5565026872701699,680,23,KXFEDDECISION-24DEC-H0,600s
6,x_leads_y,-0.0036863326313659995,-1.8345640844369266,0.06657030433245435,0.5565026872701699,680,23,KXFEDDECISION-24DEC-H0,600s
7,x_leads_y,-0.005231406288761591,-2.5797340517294325,0.009887642964432161,0.5565026872701699,680,23,KXFEDDECISION-24DEC-H0,600s
8,x_leads_y,-0.0026056823959874666,-0.7927051127060282,0.42794965083449954,0.5565026872701699,680,23,KXFEDDECISION-24DEC-H0,600s
9,x_leads_y,-0.004124785806678401,-1.538939709434149,0.12381901570114008,0.5565026872701699,680,23,KXFEDDECISION-24DEC-H0,600s
10,x_leads_y,-0.0008143222108002654,-0.3675175850682771,0.7132329772202373,0.5565026872701699,680,23,KXFEDDECISION-24DEC-H0,600s
-10,y_leads_x,-0.0013567826657934936,-0.9469339499197753,0.3436724368635997,0.16064982500562908,409,14,KXFEDDECISION-24DEC-H0,600s
-9,y_leads_x,-0.0008974469948732449,-1.2032203507956323,0.22889106166054696,0.16064982500562908,409,14,KXFEDDECISION-24DEC-H0,600s
-8,y_leads_x,-0.0010969183717743644,-0.9497549435521121,0.3422367847307828,0.16064982500562908,409,14,KXFEDDECISION-24DEC-H0,600s
-7,y_leads_x,-0.0007751463939896432,-1.156786593073925,0.2473595607024348,0.16064982500562908,409,14,KXFEDDECISION-24DEC-H0,600s
-6,y_leads_x,-0.0025263769940142167,-2.2147923144257504,0.026774322996334282,0.16064982500562908,409,14,KXFEDDECISION-24DEC-H0,600s
-5,y_leads_x,-0.0007503793669984228,-1.6466109776071811,0.09963803261666913,0.16064982500562908,409,14,KXFEDDECISION-24DEC-H0,600s
-4,y_leads_x,-0.0019498027830916376,-1.9924010801871879,0.04632706893082079,0.16064982500562908,409,14,KXFEDDECISION-24DEC-H0,600s
-3,y_leads_x,-0.00044949842448931035,-0.34689823947437365,0.7286677693167207,0.16064982500562908,409,14,KXFEDDECISION-24DEC-H0,600s
-2,y_leads_x,-0.004662784161311008,-3.0239186130017384,0.0024952355505243823,0.16064982500562908,409,14,KXFEDDECISION-24DEC-H0,600s
-1,y_leads_x,-0.0031758511569765936,-1.2460964470243168,0.21272898907179782,0.16064982500562908,409,14,KXFEDDECISION-24DEC-H0,600s
1,x_leads_y,-0.0032655692391431283,-1.2839180621824924,0.19917062664202856,0.16064982500562908,409,14,KXFEDDECISION-24DEC-H0,600s
2,x_leads_y,-0.004751595060284827,-3.1228653432496847,0.0017909966878278142,0.16064982500562908,409,14,KXFEDDECISION-24DEC-H0,600s
3,x_leads_y,-0.0005389363703793271,-0.39989946519459674,0.6892305662019083,0.16064982500562908,409,14,KXFEDDECISION-24DEC-H0,600s
4,x_leads_y,-0.002052608493592123,-2.2739314605892003,0.022970107777821477,0.16064982500562908,409,14,KXFEDDECISION-24DEC-H0,600s
5,x_leads_y,-0.0007854751846476211,-1.5759325818540209,0.11504134120217462,0.16064982500562908,409,14,KXFEDDECISION-24DEC-H0,600s
6,x_leads_y,-0.0025860185605729186,-2.0183887427570406,0.04355079086942352,0.16064982500562908,409,14,KXFEDDECISION-24DEC-H0,600s
7,x_leads_y,-0.0008708638050386866,-0.7969476733846936,0.4254814218226213,0.16064982500562908,409,14,KXFEDDECISION-24DEC-H0,600s
8,x_leads_y,-0.001353024330722835,-1.2325013938181326,0.21776184629186612,0.16064982500562908,409,14,KXFEDDECISION-24DEC-H0,600s
9,x_leads_y,-0.0010497980892081927,-1.1520642429659531,0.2492946752327525,0.16064982500562908,409,14,KXFEDDECISION-24DEC-H0,600s
10,x_leads_y,-0.0015913446630583911,-0.8910998099560111,0.3728756268835318,0.16064982500562908,409,14,KXFEDDECISION-24DEC-H0,600s
-10,y_leads_x,-0.000669899221008581,-0.46611221599753816,0.6411351796378678,0.5575778234772506,657,21,KXFEDDECISION-24DEC-H0,600s
-9,y_leads_x,-0.004015150938652378,-1.944039748483402,0.05189065801718152,0.5575778234772506,657,21,KXFEDDECISION-24DEC-H0,600s
-8,y_leads_x,-0.002451809189953967,-0.8298920278894807,0.406599832631205,0.5575778234772506,657,21,KXFEDDECISION-24DEC-H0,600s
-7,y_leads_x,-0.005065652351043437,-2.900026660712905,0.0037313092155219574,0.5575778234772506,657,21,KXFEDDECISION-24DEC-H0,600s
-6,y_leads_x,-0.0034388095963292127,-1.6322945565991815,0.10261744940836247,0.5575778234772506,657,21,KXFEDDECISION-24DEC-H0,600s
-5,y_leads_x,-0.006167867923897114,-2.5142192066042686,0.011929625832015303,0.5575778234772506,657,21,KXFEDDECISION-24DEC-H0,600s
-4,y_leads_x,-0.008940458747744203,-2.5630719248415694,0.01037505531130905,0.5575778234772506,657,21,KXFEDDECISION-24DEC-H0,600s
-3,y_leads_x,-0.009538023912132196,-2.3482141236153917,0.018863673543283742,0.5575778234772506,657,21,KXFEDDECISION-24DEC-H0,600s
-2,y_leads_x,-0.014814128792835632,-3.5506953861741377,0.0003842148276251427,0.5575778234772506,657,21,KXFEDDECISION-24DEC-H0,600s
-1,y_leads_x,-0.021146158973092393,-5.358346384788161,8.398710268403994e-08,0.5575778234772506,657,21,KXFEDDECISION-24DEC-H0,600s
1,x_leads_y,-0.021311307556584218,-5.319719892467664,1.0392713434080838e-07,0.5575778234772506,657,21,KXFEDDECISION-24DEC-H0,600s
2,x_leads_y,-0.015169969999753065,-3.6831064323250815,0.0002304089014440206,0.5575778234772506,657,21,KXFEDDECISION-24DEC-H0,600s
3,x_leads_y,-0.009870535786137509,-2.597704956701729,0.009384909383824044,0.5575778234772506,657,21,KXFEDDECISION-24DEC-H0,600s
4,x_leads_y,-0.00914383035089278,-3.012014016100004,0.002595206144818344,0.5575778234772506,657,21,KXFEDDECISION-24DEC-H0,600s
5,x_leads_y,-0.006321340099227508,-2.9361259147580236,0.0033233939314853238,0.5575778234772506,657,21,KXFEDDECISION-24DEC-H0,600s
6,x_leads_y,-0.0036848056361151677,-1.7941196656528084,0.07279407080727794,0.5575778234772506,657,21,KXFEDDECISION-24DEC-H0,600s
7,x_leads_y,-0.005258566225630171,-2.5185361867594924,0.011784377366634256,0.5575778234772506,657,21,KXFEDDECISION-24DEC-H0,600s
8,x_leads_y,-0.0025631817571013927,-0.7618479762709166,0.44615074260956566,0.5575778234772506,657,21,KXFEDDECISION-24DEC-H0,600s
9,x_leads_y,-0.0040913869938874825,-1.4931964856710809,0.13538576177055409,0.5575778234772506,657,21,KXFEDDECISION-24DEC-H0,600s
10,x_leads_y,-0.0007735668262341571,-0.34091312491260634,0.7331689838313544,0.5575778234772506,657,21,KXFEDDECISION-24DEC-H0,600s
-10,y_leads_x,-0.006194529570313065,-2.1261771986086364,0.033488507906265536,0.8238095087905521,276,12,KXECDJT281,600s
-9,y_leads_x,-0.01826549277760599,-2.0994690870848625,0.03577557008637757,0.8238095087905521,276,12,KXECDJT281,600s
-8,y_leads_x,-0.02618719496978695,-2.4561428537187715,0.014043731849214206,0.8238095087905521,276,12,KXECDJT281,600s
-7,y_leads_x,-0.018718761075389778,-3.14289784569776,0.0016728420984028994,0.8238095087905521,276,12,KXECDJT281,600s
-6,y_leads_x,-0.03243633345222714,-7.572679930897061,3.656023092437689e-14,0.8238095087905521,276,12,KXECDJT281,600s
-5,y_leads_x,-0.04063192803617389,-4.92436823388434,8.463333380106862e-07,0.8238095087905521,276,12,KXECDJT281,600s
-4,y_leads_x,-0.041385902007570766,-4.00341235377789,6.24353383650302e-05,0.8238095087905521,276,12,KXECDJT281,600s
-3,y_leads_x,-0.054179260358742626,-8.105476013674531,5.253940808033705e-16,0.8238095087905521,276,12,KXECDJT281,600s
-2,y_leads_x,-0.057219926402438524,-12.640585922563814,1.2611066283771908e-36,0.8238095087905521,276,12,KXECDJT281,600s
-1,y_leads_x,-0.07617404936032132,-26.485242947499998,1.4336988743855613e-154,0.8238095087905521,276,12,KXECDJT281,600s
1,x_leads_y,-0.07611097879703148,-28.352647295196864,7.76405886078562e-177,0.8238095087905521,276,12,KXECDJT281,600s
2,x_leads_y,-0.05652458189595705,-17.61219870973241,1.9857930215528698e-69,0.8238095087905521,276,12,KXECDJT281,600s
3,x_leads_y,-0.05262897317467019,-30.136952674264514,1.5901586707875207e-199,0.8238095087905521,276,12,KXECDJT281,600s
4,x_leads_y,-0.03924154742461624,-17.484700558776023,1.8739475876650105e-68,0.8238095087905521,276,12,KXECDJT281,600s
5,x_leads_y,-0.0387173730637222,-15.359606033707216,3.0542497402409112e-53,0.8238095087905521,276,12,KXECDJT281,600s
6,x_leads_y,-0.03077069162880843,-10.009395415635272,1.38596918237152e-23,0.8238095087905521,276,12,KXECDJT281,600s
7,x_leads_y,-0.016468437811297268,-5.410706427154869,6.277661254976308e-08,0.8238095087905521,276,12,KXECDJT281,600s
8,x_leads_y,-0.02375977717213755,-30.605127968092127,1.0460188547151131e-205,0.8238095087905521,276,12,KXECDJT281,600s
9,x_leads_y,-0.016237587974366807,-24.592060133913872,1.5360970648171634e-133,0.8238095087905521,276,12,KXECDJT281,600s
10,x_leads_y,-0.005151835752700996,-5.146949250973973,2.647569156715839e-07,0.8238095087905521,276,12,KXECDJT281,600s
-10,y_leads_x,-0.018807271401529373,-2.1044692242751024,0.03533753646366323,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
-9,y_leads_x,-0.02768503986165079,-1.7688489812652373,0.07691908017167035,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
-8,y_leads_x,-0.0484911489439898,-1.5879057650969124,0.11230764966990812,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
-7,y_leads_x,-0.06141902743385386,-1.287633485174724,0.19787357738107614,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
-6,y_leads_x,-0.06738930547163964,-1.3150577612946677,0.18849049075481594,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
-5,y_leads_x,-0.07389033062009329,-1.7084543626967963,0.08755206755050937,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
-4,y_leads_x,-0.08778282270712418,-2.201569631661944,0.027695723043878195,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
-3,y_leads_x,-0.0973605040463577,-3.675873056686201,0.0002370373759746945,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
-2,y_leads_x,-0.11910038956212597,-6.737244952732365,1.614179320667647e-11,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
-1,y_leads_x,-0.1445000234810224,-20.406158022243588,1.4742813446832477e-92,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
1,x_leads_y,-0.13504606181803092,-12.476532693734146,1.0025826536808998e-35,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
2,x_leads_y,-0.12933137481758766,-5.583887826769137,2.3520043887072733e-08,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
3,x_leads_y,-0.1174037941568135,-3.542252662407505,0.00039672527751320334,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
4,x_leads_y,-0.10571059093647957,-3.73588128140106,0.0001870589102238659,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
5,x_leads_y,-0.07681074846726892,-2.874584593507829,0.004045593796650978,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
6,x_leads_y,-0.056388399578105715,-1.9019640288231268,0.057175857400064554,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
7,x_leads_y,-0.037924636050251696,-1.561173796904137,0.11848274972732577,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
8,x_leads_y,-0.022832883725258237,-1.0132182251803181,0.31095593706994085,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
9,x_leads_y,-0.004055829695757377,-0.18852260489757067,0.8504669970569799,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
10,x_leads_y,-0.0008625149850641604,-0.06451160039338598,0.9485628705750766,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
-10,y_leads_x,-0.006194529570313065,-2.1261771986086364,0.033488507906265536,0.8238095087905521,276,12,KXECDJT281,600s
-9,y_leads_x,-0.01826549277760599,-2.0994690870848625,0.03577557008637757,0.8238095087905521,276,12,KXECDJT281,600s
-8,y_leads_x,-0.02618719496978695,-2.4561428537187715,0.014043731849214206,0.8238095087905521,276,12,KXECDJT281,600s
-7,y_leads_x,-0.018718761075389778,-3.14289784569776,0.0016728420984028994,0.8238095087905521,276,12,KXECDJT281,600s
-6,y_leads_x,-0.03243633345222714,-7.572679930897061,3.656023092437689e-14,0.8238095087905521,276,12,KXECDJT281,600s
-5,y_leads_x,-0.04063192803617389,-4.92436823388434,8.463333380106862e-07,0.8238095087905521,276,12,KXECDJT281,600s
-4,y_leads_x,-0.041385902007570766,-4.00341235377789,6.24353383650302e-05,0.8238095087905521,276,12,KXECDJT281,600s
-3,y_leads_x,-0.054179260358742626,-8.105476013674531,5.253940808033705e-16,0.8238095087905521,276,12,KXECDJT281,600s
-2,y_leads_x,-0.057219926402438524,-12.640585922563814,1.2611066283771908e-36,0.8238095087905521,276,12,KXECDJT281,600s
-1,y_leads_x,-0.07617404936032132,-26.485242947499998,1.4336988743855613e-154,0.8238095087905521,276,12,KXECDJT281,600s
1,x_leads_y,-0.07611097879703148,-28.352647295196864,7.76405886078562e-177,0.8238095087905521,276,12,KXECDJT281,600s
2,x_leads_y,-0.05652458189595705,-17.61219870973241,1.9857930215528698e-69,0.8238095087905521,276,12,KXECDJT281,600s
3,x_leads_y,-0.05262897317467019,-30.136952674264514,1.5901586707875207e-199,0.8238095087905521,276,12,KXECDJT281,600s
4,x_leads_y,-0.03924154742461624,-17.484700558776023,1.8739475876650105e-68,0.8238095087905521,276,12,KXECDJT281,600s
5,x_leads_y,-0.0387173730637222,-15.359606033707216,3.0542497402409112e-53,0.8238095087905521,276,12,KXECDJT281,600s
6,x_leads_y,-0.03077069162880843,-10.009395415635272,1.38596918237152e-23,0.8238095087905521,276,12,KXECDJT281,600s
7,x_leads_y,-0.016468437811297268,-5.410706427154869,6.277661254976308e-08,0.8238095087905521,276,12,KXECDJT281,600s
8,x_leads_y,-0.02375977717213755,-30.605127968092127,1.0460188547151131e-205,0.8238095087905521,276,12,KXECDJT281,600s
9,x_leads_y,-0.016237587974366807,-24.592060133913872,1.5360970648171634e-133,0.8238095087905521,276,12,KXECDJT281,600s
10,x_leads_y,-0.005151835752700996,-5.146949250973973,2.647569156715839e-07,0.8238095087905521,276,12,KXECDJT281,600s
-10,y_leads_x,-0.019787069087815693,-2.3795418252766063,0.017334175742533788,0.9841185048526392,49,10,KX538APPROVEMIN-24NOV30-T37,600s
-9,y_leads_x,-0.030781039344902627,-2.020400709560567,0.043341839891653494,0.9841185048526392,49,10,KX538APPROVEMIN-24NOV30-T37,600s
-8,y_leads_x,-0.055109954833287136,-1.825539712269784,0.0679196240857071,0.9841185048526392,49,10,KX538APPROVEMIN-24NOV30-T37,600s
-7,y_leads_x,-0.07294650597358389,-1.5323002472753438,0.12544836012991392,0.9841185048526392,49,10,KX538APPROVEMIN-24NOV30-T37,600s
-6,y_leads_x,-0.07830635482677667,-1.5725307910529203,0.11582750403462395,0.9841185048526392,49,10,KX538APPROVEMIN-24NOV30-T37,600s
-5,y_leads_x,-0.08056463244809646,-1.9807482076685576,0.0476195176201353,0.9841185048526392,49,10,KX538APPROVEMIN-24NOV30-T37,600s
-4,y_leads_x,-0.0910593162397408,-2.4946102876679372,0.012609553407773566,0.9841185048526392,49,10,KX538APPROVEMIN-24NOV30-T37,600s
-3,y_leads_x,-0.09593123714396487,-4.023890820467931,5.7244463137026705e-05,0.9841185048526392,49,10,KX538APPROVEMIN-24NOV30-T37,600s
-2,y_leads_x,-0.11578818627797853,-6.944932279917617,3.786419141963592e-12,0.9841185048526392,49,10,KX538APPROVEMIN-24NOV30-T37,600s
-1,y_leads_x,-0.13684259204822127,-18.772372416609784,1.270815444007025e-78,0.9841185048526392,49,10,KX538APPROVEMIN-24NOV30-T37,600s
1,x_leads_y,-0.12192198052790859,-11.941480158041193,7.193160787026462e-33,0.9841185048526392,49,10,KX538APPROVEMIN-24NOV30-T37,600s
2,x_leads_y,-0.11185333055394811,-4.880749250073016,1.0568354818618783e-06,0.9841185048526392,49,10,KX538APPROVEMIN-24NOV30-T37,600s
3,x_leads_y,-0.0938471946568092,-2.590480030220123,0.00958421821027612,0.9841185048526392,49,10,KX538APPROVEMIN-24NOV30-T37,600s
4,x_leads_y,-0.08081390763894912,-2.2957618843960197,0.02168949989135329,0.9841185048526392,49,10,KX538APPROVEMIN-24NOV30-T37,600s
5,x_leads_y,-0.054748210812128974,-1.6045560953261373,0.10859153014074098,0.9841185048526392,49,10,KX538APPROVEMIN-24NOV30-T37,600s
6,x_leads_y,-0.036009610308624436,-0.9894673030821123,0.3224345596509699,0.9841185048526392,49,10,KX538APPROVEMIN-24NOV30-T37,600s
7,x_leads_y,-0.021669948309297794,-0.7267426680454458,0.4673836100329217,0.9841185048526392,49,10,KX538APPROVEMIN-24NOV30-T37,600s
8,x_leads_y,-0.01056678953887609,-0.41486656279691786,0.6782395887874308,0.9841185048526392,49,10,KX538APPROVEMIN-24NOV30-T37,600s
9,x_leads_y,0.0017028965316602995,0.08145035672247229,0.9350838032344385,0.9841185048526392,49,10,KX538APPROVEMIN-24NOV30-T37,600s
10,x_leads_y,0.0013098985484186873,0.10886588212699067,0.9133088678813557,0.9841185048526392,49,10,KX538APPROVEMIN-24NOV30-T37,600s
-10,y_leads_x,-0.002507203557285749,-3.057910375550403,0.002228862265335437,0.3193168106176001,514,15,FEDDECISION-24SEP-C25,600s
-9,y_leads_x,-0.00118705100756923,-1.3429560184781755,0.17928621567378256,0.3193168106176001,514,15,FEDDECISION-24SEP-C25,600s
-8,y_leads_x,-0.001020023843464013,-0.9174301255104816,0.3589172925531209,0.3193168106176001,514,15,FEDDECISION-24SEP-C25,600s
